HIP,Vmag,Plx,e_Plx,B-V,SpType
39109,8.22,1.79,1.15,1.541,K2          
39110,7.72,7.76,0.73,1.036,K0          
39111,7.36,4.79,0.59,-0.063,B9V         
39112,9.33,6.7,1.4,0.526,F8          
39113,7.5,2.82,1.01,1.535,K2          
39114,8.95,2.61,0.78,1.257,K1III       
39115,7.02,6.77,0.88,0.98,K0III       
39116,10.07,3.28,1.99,-0.054,A2          
39117,5.37,4.66,0.58,1.424,K3III       
39118,10.41,-2.33,3.59,1.48,R...        
39119,7.11,5.24,0.58,1.236,K2IIICN...  
39120,9.05,0.48,1.49,1.416,K0          
39121,7.88,8.98,0.79,0.25,A3II/III    
39122,6.01,8.65,0.48,0.042,A2V         
39123,7.18,6.78,0.61,0.147,A3Vm...     
39124,7.06,4.29,0.58,1.037,K0III       
39125,8.73,5.24,1.33,0.358,A5          
39126,7.71,0.52,0.71,1.679,M0III       
39127,10.34,28.77,1.98,1.26,K5          
39128,8.74,2.69,0.9,1.312,M           
39129,7.89,5.47,1.35,0.946,G5          
39130,8.88,-0.57,1.16,1.16,K3/K4III:   
39131,8.68,0.98,0.89,1.527,K5          
39132,7.97,2.78,0.99,0.944,G8III+...   
39133,9.34,4.86,0.92,0.352,F5          
39134,7.21,9.17,1.25,0.238,A3          
39135,9.19,9.4,1.47,0.585,G0          
39136,7.7,1.56,1.08,1.518,K3III       
39137,6.62,0.6,0.54,1.272,G8Ib        
39138,4.81,6.02,0.49,-0.173,B3V         
39139,9.09,1.05,1.5,1.419,K5          
39140,7.9,2.46,1.16,0.058,A0          
39141,7.94,4.13,1.01,0.262,A5          
39142,8.38,1.81,0.69,-0.013,B7III       
39143,10.26,16.97,1.73,0.86,            
39144,10.24,-0.55,1.77,0.792,F8          
39145,7.98,1.47,0.64,-0.019,A           
39146,8.36,5.71,0.77,0.369,F2IV/V      
39147,7.24,6.24,0.78,0.314,F0          
39148,7.96,6.17,1.07,0.092,A0          
39149,7.49,2.81,0.67,0.05,A1IV        
39150,8.82,-2.05,1.23,0.002,A0          
39153,6.13,2.16,0.5,-0.085,A0p         
39152,7.27,7.55,1.07,0.523,F8          
39154,9.02,4.95,1.31,0.482,F8          
39155,7.46,4.14,0.92,1.075,K0III       
39156,7.65,2.78,1.01,1.03,K0III       
39157,6.97,59.52,0.77,0.716,G8V         
39158,7.1,5.47,0.97,-0.006,A0          
39159,9.38,6.32,1.33,0.581,F8          
39160,8.95,3.03,1.19,0.458,F8          
39161,9.02,5.4,0.89,0.49,            
39163,9.13,2.12,0.8,1.28,K0III       
39162,7.7,1.96,0.6,-0.156,B9IV        
39164,6.59,7.54,1.22,1.071,K0          
39165,8.76,2.48,0.83,0.89,G6IV        
39166,9.31,2.58,1.46,0.427,F2          
39167,9.17,6.81,1.27,0.337,F5          
39168,8.48,0.43,1.27,1.047,K0          
39169,7.09,4.72,0.95,0.965,G5          
39170,7.34,2.15,0.64,0.061,A1V         
39171,8.01,1.72,1.22,1.562,K5          
39173,7.55,3.63,0.55,0.882,G8III       
39172,6.41,1.05,0.95,-0.087,B2.5Ve      
39174,8.36,1.75,0.87,0.952,K0III       
39175,9.52,9.84,1.63,0.567,G2III       
39176,8.06,1.99,1.16,-0.008,A0          
39177,5.6,4.52,1.01,1.317,K3III       
39178,8.82,3.39,1.37,0.985,G5          
39179,9.13,7.39,1.26,0.595,G5          
39180,6.3,9.45,0.82,1.109,K1III       
39181,8.2,3.13,1.27,0.907,G5          
39182,8.31,2.49,0.62,-0.096,B6/B7V      
39183,6.79,2.9,1.19,-0.065,B9          
39184,5.87,4.66,0.48,-0.134,B5Vn        
39185,7.35,3.48,0.58,-0.147,B2IV        
39187,7.42,12.9,0.86,0.305,F0V         
39186,8.5,15.57,1.06,0.638,G2/G3V      
39188,8.4,7.73,1.01,0.448,F6w...      
39190,8.52,4.33,1.17,0.16,A3V         
39189,7.6,3.68,1.14,1.325,K0          
39191,5.87,2.9,0.89,1.021,G8III:      
39192,8.39,1.59,0.9,1.22,G8III       
39193,9.86,3.21,4.13,0.603,G0+...      
39194,6.34,11.83,0.98,1.16,K1III-IV    
39195,8.28,2.87,0.75,0.097,B9IV        
39196,10.53,14.39,1.75,0.962,K3          
39197,7.34,7.14,1.12,0.267,A9V         
39198,6.45,15.01,0.92,0.838,G5          
39199,8.83,2.49,1.24,0.087,A1III/IV    
39200,10.16,3.58,1.87,0.512,F8          
39201,9.33,0.79,1.64,1.104,K0          
39202,8.85,-0.96,1.22,1.083,G6III       
39203,7.88,4.14,0.63,-0.098,B8/B9V      
39204,8.93,2.05,0.77,0.114,B8V         
39205,8.48,2.84,0.69,0.012,B9V         
39206,8.35,2.49,0.98,-0.107,B7III/IV    
39207,7.07,7.9,0.85,0.188,A3          
39208,9.05,4,1.22,0.364,F0          
39210,9.31,5.78,1.17,0.48,F5          
39209,9.65,0.16,1.66,1.15,K0          
39211,4.69,6.9,0.94,1.475,K4III       
39212,7.52,13.06,1.2,0.619,G0          
39213,5.65,9.42,1.17,0.013,A1V         
39214,7.17,7.02,0.75,0.229,A5IV        
39215,8.89,4.19,1.29,0.27,F0          
39216,8.14,3.28,0.62,1.059,G8III       
39218,9.1,4.44,1.33,-0.002,A0          
39219,8.26,5.42,1.34,0.916,G5          
39220,7.24,1.24,0.59,-0.11,B3III       
39221,5.78,22.94,0.78,0.421,F2:V:       
39222,7.6,6.58,1.24,1.067,G0          
39223,9.01,2.26,1.07,1.22,K2          
39224,7.38,6.07,1.28,1.006,G5          
39225,6.12,2.47,0.5,-0.044,B2IV-V      
39226,8.42,14.19,2.21,0.491,G0          
39227,7.67,2.02,0.56,-0.03,B4III       
39228,10.06,15.91,8.49,0.993,G5          
39229,8.81,1.1,1.08,-0.053,Ap Si       
39230,8.58,12.43,1.39,0.5,F8          
39231,8.49,2.28,1.24,-0.024,B9IV        
39232,8.4,2.16,0.63,0.056,B8V         
39233,8.85,4.58,1.09,0.307,A0          
39234,8.7,0.95,0.74,-0.043,B8/B9III    
39236,5.99,6.91,0.87,-0.024,B9.5Vn      
39235,7.27,2.61,1.51,1.1,K0          
39237,9.94,-0.98,1.93,1.323,K5          
39238,6.28,4.88,0.48,-0.146,B4V         
39239,9.03,6.63,1.56,0.347,F2          
39240,8.95,1.63,1.1,-0.1,B5II/III    
39241,7.98,1.8,0.66,-0.104,B8V         
39242,7.71,18.55,0.65,0.595,F6V         
39243,7.28,14.25,1.14,0.563,F5          
39244,9.06,8.41,1.24,0.458,F5          
39245,7.45,3.58,0.88,0.983,G8III/IV    
39246,7.2,1.91,0.53,0.014,B2IIIp      
39247,8.4,5.01,1.19,0.788,G5          
39248,7.86,3.03,0.7,-0.04,B8/B9V      
39249,9.29,5.5,0.9,0.574,F9          
39250,9.01,2.76,1.53,0.413,F5          
39251,5.9,5.48,0.53,0.147,A3IV        
39252,8.45,6.14,0.78,0.189,A3V         
39253,8.9,2.35,1.3,0.116,A0          
39254,7.56,15.93,0.76,0.47,F5IV/V      
39255,9.3,5.48,0.85,0.631,F7/F8V      
39256,9.17,13.72,1.42,0.53,F8          
39257,8.46,3.22,0.7,0.987,K0III       
39258,8.05,4.7,1.49,1.038,G5          
39259,9.32,5.01,1.72,0.377,F0          
39260,9.03,5.87,1.22,0.898,G5          
39261,6.02,10.16,0.77,0.158,A2p...      
39262,8.91,2.05,1.52,1.093,K0          
39263,6.32,5.45,0.93,0.023,A1V         
39264,7.28,3.06,1.04,0.677,F5 + A2     
39265,8.81,4.53,1.06,0.142,A0          
39266,8.16,6.43,1.07,0.157,A0          
39267,8.04,3.64,1.25,0.524,F8          
39268,8.25,3.65,1.23,0.072,A0          
39269,8.46,1.12,1.12,1.309,K1II/IIICNp 
39270,8.81,3.69,0.86,1.192,K2II        
39271,6.22,16.77,1,0.57,G0IV        
39272,6.56,1.87,0.54,1.337,K2IIICN...  
39273,8.02,4.03,0.85,1.075,G5          
39274,8.49,3.32,0.74,1.143,K1III       
39275,10.11,-0.07,1.01,0.96,Gp          
39276,8.31,1.69,1.02,0.18,A0          
39277,8.64,4.97,1.15,0.128,A2V         
39278,8.26,1.67,0.81,-0.04,B9          
39279,6.34,4.96,0.94,1.564,K0          
39280,7.14,5.78,1.31,1.259,K0          
39281,9.11,1.24,1.42,0.659,A4:+...     
39282,6.82,0.59,0.84,-0.04,B7II        
39283,8.8,3.58,1.12,-0.018,B9IV        
39284,10.28,0.36,1.08,1.43,Gp          
39286,6.67,10.93,0.52,0.34,F0III       
39285,8.92,1.48,1.24,1.022,G5          
39287,9.18,2.83,0.88,0.63,F8IV        
39288,7.14,7.49,0.89,0.215,A3          
39289,8.26,3.39,0.88,1.432,K3III       
39290,7.87,2.6,1.07,-0.049,B5V         
39291,8.28,7.59,1.19,0.284,A2          
39293,11.34,34.66,3.79,1.478,            
39292,8.25,1.1,1.34,1.561,K5          
39294,8.68,0.82,0.72,0.086,B5Vn        
39295,10.1,13.94,1.72,0.849,G5          
39296,7.65,5.63,1.08,-0.035,B9          
39297,8.54,0.73,1.19,1.658,K7          
39298,8.06,23.24,1.05,0.721,G6V         
39299,6.31,3.96,0.58,1.599,M3III       
39300,9.11,-1.09,1.34,1.395,K5          
39301,8.28,5.38,1.36,0.216,A0          
39302,6.79,2.18,0.91,1.552,K2          
39303,9.21,2.87,1.38,1.515,K7          
39304,8.72,2.62,0.76,-0.08,B8/B9V      
39305,9.17,3.98,1.29,0.508,F5          
39306,7.7,6.72,1.06,0.933,G8III       
39307,9.53,6.2,0.94,0.528,F4          
39308,8.96,-0.34,1.09,-0.066,A0          
39309,10.34,1.17,2,-0.304,sdO:        
39310,6.7,2.17,0.73,-0.029,B3V(n)      
39311,4.39,12.49,0.98,1.252,K2III       
39312,7.88,5.96,1,0.235,F0          
39313,6.87,17.41,0.78,0.384,F2          
39314,9.02,0.01,0.86,-0.07,B8V         
39315,8.68,1.77,0.88,0.969,G6/G8III    
39316,7.95,1.03,0.91,-0.064,B5III       
39317,8.23,6.17,0.72,1.009,G8/K0III    
39318,8.98,4.76,1.15,0.886,G5          
39319,9.1,1.3,0.89,1.326,K2III:      
39320,9.81,2.07,1.26,0.1,A1          
39321,8.57,2.15,0.75,-0.037,B8/B9V      
39322,8.62,3.42,1.49,1.009,G5          
39323,7.27,3.28,0.57,1.09,K5          
39324,8.85,1.09,0.85,1.085,G8III       
39326,6.34,9.18,0.95,0.615,G0III       
39325,7.61,23.79,1.62,0.709,G5          
39327,8.56,10.91,1.04,0.651,G2V         
39330,7.52,27.62,0.59,0.655,G5V         
39329,6.54,5.09,0.66,-0.049,A0p         
39331,8.97,1.29,1.06,-0.13,B2III       
39332,9.73,-4.61,3.09,0.323,A1          
39333,8.76,1.17,2.15,1.117,K0/K1III    
39335,8.04,15.13,0.95,0.624,G0          
39336,7.68,5.01,0.93,0.092,A1IV/V      
39337,9.14,-2.2,4.98,2.73,NV...       
39338,9.2,12.65,0.8,0.598,G2/G3V      
39339,8.64,1.63,0.76,1.079,G8III       
39340,6.09,6.24,0.76,0.58,G1III       
39341,8.81,1.18,1.4,1.495,K4III SB    
39342,7.18,57.88,0.58,0.872,K1V         
39343,7.55,3.58,1.07,1.032,K0          
39344,7.97,1.75,1.17,1.453,K0          
39345,9.4,1.03,1.25,0.173,A           
39346,7.4,12.67,0.82,0.355,A3III       
39347,9.15,0.95,1.23,0.165,A1IV/V      
39348,6.48,9.84,0.73,0.649,F8V         
39349,8.12,2.59,0.65,-0.061,B9V         
39350,8.53,2.25,0.83,1.12,K1III       
39351,7.81,3.34,1.11,1.26,K0          
39352,6.89,3.12,1.11,0.752,K1III + F/G 
39353,6.59,6.31,0.55,0.257,A7V         
39354,7.69,4.99,1.18,0.459,F5          
39355,6.61,7.92,0.56,0.374,F3III       
39356,9.01,5.96,1.25,0.921,G5          
39357,7.26,2.5,0.9,1.507,K5          
39358,7.3,6.32,1.05,0.308,A5          
39359,9.1,-0.76,1.37,0.111,A2          
39360,5.52,6.71,0.54,-0.152,Ap Si       
39361,9.3,10.24,1.37,0.692,K0          
39362,6.89,5.05,0.99,1.047,K0          
39363,7.54,9.05,0.9,0.156,A5          
39364,9.38,11.93,0.93,0.593,G1V         
39365,7.26,1.78,0.75,1.632,M2/M3III    
39366,8.7,4.15,1.16,0.975,G5          
39367,7.35,1.27,0.65,-0.13,B3IV        
39368,9.84,3.97,0.96,0.377,F2/F3IV/V   
39369,7.73,3.92,0.66,1.015,K0III       
39370,7.74,0.69,0.64,-0.046,B9V         
39371,6.64,1.56,0.65,-0.152,B5III       
39373,6.97,2.67,0.61,1.167,K1III:      
39372,10.34,1.57,3.27,1.125,K0          
39374,8.36,0.54,0.73,1.68,K5III       
39375,8.69,3.19,1.24,-0.029,A0          
39376,9.55,2.75,1.16,0.743,Rpvar       
39377,9.05,4.23,1.17,1.07,K0          
39378,8.11,5.91,1.39,0.401,F0          
39379,8.99,5.92,0.84,0.389,F2IV        
39380,5.83,6.29,0.56,1.225,K2/K3III    
39381,9.64,-0.93,2.18,0.097,A0          
39382,10.2,5.65,1.78,0.481,F8          
39383,9.27,18.7,3.59,0.793,K0          
39384,7.92,7.81,1.05,1.076,K0          
39385,6.83,4.78,0.58,0.95,G8III       
39386,8.11,3.59,0.58,-0.016,B8III/IV    
39387,8.94,3.31,1.68,0.306,F0          
39388,7.72,8.77,0.89,0.388,F2          
39390,9.03,0.37,1.99,0.093,A0V         
39389,7.72,4.08,0.94,0.878,G8III/IVmva 
39391,8.68,20.9,0.82,0.728,G5V         
39392,10.16,29.27,2.06,1.1,M0          
39393,8.01,14.36,0.94,0.481,F5          
39394,8.37,5.87,1.13,0.458,F5          
39395,9.37,2.51,1.36,0.943,G5          
39396,8.1,5.21,0.65,0.501,F5V         
39397,9.09,2.64,1.08,-0.1,B5III       
39398,7.48,2.19,1.33,1.574,K2          
39399,8.09,2.3,0.98,1.006,G8III       
39400,8.73,20.4,1.2,0.672,G5          
39401,7.07,5.31,1.52,0.167,A2          
39402,11.35,32.07,4.26,1.49,M:          
39403,9.19,1.11,1.69,1.149,K0          
39404,8.6,3.64,1.69,0.42,F5          
39405,8.68,12.22,1.48,0.579,G0          
39406,6.76,3.35,0.52,-0.072,B8III       
39407,9.35,12.62,1.25,0.564,F8          
39408,7.86,0.84,0.72,1.602,K5/M0III    
39409,8.53,15.11,2.71,0.716,K0III+F/G   
39410,10.24,-0.93,2.38,0.617,G0          
39411,8.3,5.36,1.79,0.827,G3V         
39412,7.89,5.84,1.16,1.075,G0          
39413,10.35,1.04,7.97,0.467,            
39414,6.9,4.4,0.89,1.482,K5          
39415,9.37,2.17,1.04,0.31,F0V         
39416,7.43,4.74,1.05,1.183,K0          
39417,8.25,18.17,1.24,0.715,G5          
39418,6.74,23.18,0.98,0.571,F8V         
39419,7.92,5.61,1.01,1.162,K5          
39420,6.28,4.18,0.54,1.008,G8II        
39421,6.63,6.34,0.59,1.032,K0III       
39422,11.91,15.12,3.91,1.412,            
39423,10.29,3.19,1.67,0.19,A2          
39424,4.94,12.66,0.78,1.13,K2III       
39425,7.43,19.1,0.9,0.508,F8          
39426,8.41,6.34,1.01,0.976,K0          
39427,7.62,6.31,1.11,1.13,K0          
39428,7.03,6.78,0.9,1,G5          
39429,2.21,2.33,0.51,-0.269,O5IAf       
39430,8.39,2.21,1.19,0.951,G5          
39431,9.05,2.1,0.81,-0.037,B8/B9V      
39432,8.59,5.69,1.15,0.81,K0          
39433,6.89,4.78,0.94,1.434,M5III       
39434,7.8,4.15,1.07,1.024,K0          
39435,8.39,4.67,0.96,0.284,F0          
39436,11.28,22.23,3.16,1.639,K5          
39437,8.22,8.02,0.99,0.385,F2          
39438,8.29,2.81,0.64,-0.029,B8III       
39439,7.74,2.23,0.86,-0.044,Ap...       
39440,9.74,7.65,1.57,0.681,G0          
39441,9.42,0.67,1.06,0.14,A2V         
39442,8.72,7.53,0.81,0.452,F5V         
39443,10.43,-0.85,1.85,0.316,            
39444,9.68,11.96,1.39,0.72,F5          
39445,8.27,1.24,0.65,0.042,B9V         
39446,8.57,2.74,1.07,-0.061,B4V         
39447,6.84,5.14,0.87,1.19,K0          
39452,9.7,13.36,8.63,0.735,            
39448,8.34,0.89,1.3,-0.05,B9V         
39449,8.6,1.81,1.16,1.056,K0          
39451,7.22,4.18,0.55,0.061,A1Vn        
39450,9.25,10.61,3.04,0.637,G3V         
39453,7.79,7.38,1.17,0.335,B8          
39454,9.47,0.64,1.46,1.598,            
39455,6.84,4.79,0.58,0.95,G6III       
39456,8.52,4.72,1.24,1.337,K5          
39457,8.72,12.69,1.27,0.689,G3V         
39458,7.86,0.9,1.29,-0.073,B9          
39459,10.18,7.08,1.76,0.365,F8          
39460,8.72,5.35,1.16,0.288,A5          
39461,7.43,0.65,0.59,-0.109,B3III/IV    
39463,7.44,5.76,0.93,0.308,F0          
39462,8.36,2.61,1.02,1.095,K0III       
39464,10.45,2.43,2.16,0.484,F5          
39465,8.72,2.7,1.19,1.25,K2          
39466,8.62,4.21,1.29,0.13,A0          
39467,8.52,4.14,1.08,-0.092,B8IV        
39468,7.17,17.42,0.78,0.466,F5V         
39469,8.13,2.19,1.26,0.189,A5          
39470,10.9,23.03,1.51,1.017,M0          
39471,8.57,3.32,1.24,0.529,F8          
39472,9.23,2.73,1.19,0.082,A1V         
39473,7.38,3.88,0.84,0.082,A2V         
39474,7.82,1.85,0.94,0.056,A0IV        
39475,9.05,-0.87,1.43,1.047,K0          
39476,8.03,7.93,0.93,0.4,F3V         
39477,6.72,8.79,0.92,0.963,K0          
39478,9.21,4.47,1.34,0.453,F8          
39479,9.18,-0.26,2.04,0.083,B8/B9V      
39480,6.7,6,1.44,0.071,A0          
39481,8.7,13.2,0.86,0.577,G0V         
39482,7.7,4.22,1.01,1.065,K0          
39483,7.61,-0.6,0.95,-0.124,B3V         
39484,7.92,3.27,0.94,1.15,K0          
39485,8.89,4.57,0.91,0.273,A7V         
39486,8.04,3.81,1.62,-0.1,B9          
39487,5.25,1.39,0.58,1.882,M2II        
39488,8.07,7.32,1.44,0.215,A5          
39489,8.56,3.04,1.23,1.033,G5          
39490,7.85,4.19,1.36,0.944,G5          
39492,8.59,1.66,0.78,1.908,K3/K4III:   
39491,9.34,17.4,1.19,0.787,G8/K0V      
39493,7.39,2.26,0.67,1.01,G6III       
39494,9.83,39.46,1.58,1.27,M0          
39495,7.82,32.03,1.8,0.845,G5...       
39496,8,4.25,0.64,-0.008,B9.5V       
39497,8.48,2.97,0.92,0.97,G5          
39498,9.03,5.61,1.59,0.6,F8/G0V      
39499,8.29,8.96,1.08,0.355,F0          
39500,7.55,1,1.03,1.407,K0          
39501,8.39,4.95,1.23,0.676,G5          
39502,8.06,6.26,1.17,0.276,A0          
39503,7.51,6.14,1.04,0.15,A2          
39504,8.05,1.92,0.97,-0.125,B5III       
39505,9.3,1.18,1.27,0.475,F2          
39506,7.26,33.88,1.17,0.632,G0          
39507,7.75,5.04,1.53,0.324,F0...       
39508,7.43,0.64,1.02,0.27,B3III/IV    
39509,7.71,4.29,0.61,1.39,M...        
39510,7.66,8.74,0.63,0.216,A5V         
39511,7.39,3.8,0.89,1.25,K1III       
39512,8.69,0.3,1.03,0.986,G5          
39513,6.54,3.32,0.8,1.576,K4III       
39514,6.35,3.96,0.94,1.461,K5/M0III    
39515,8.48,28.03,1.22,0.85,G5          
39516,8.74,4.84,1.06,0.187,A2          
39517,7.05,10,0.81,0.333,Am          
39519,10.31,2.24,1.75,1.075,Gp          
39520,7.85,9.31,0.96,0.299,A9V         
39521,7.35,2.71,0.85,1.572,M4III       
39522,8.26,4.39,1.21,0.896,G5          
39523,6.89,5.04,1.11,1.058,K0          
39524,6.12,2.07,0.75,-0.154,B3III       
39525,8.68,5.13,1.06,0.486,F5          
39526,9.09,2.56,1.27,1.391,K7          
39527,5.96,2.4,0.46,1.213,G5II        
39528,8.43,22.65,1.17,0.727,G5          
39529,9.35,3.8,0.77,0.381,A4V         
39530,6.25,2.61,0.46,-0.093,B2.5Vn      
39531,8.37,3.46,1.08,1.525,K5          
39532,9.22,1.58,0.95,1.129,K0III       
39533,8.38,3.31,1.8,0.481,F5...       
39534,8.98,1.71,1.44,1.043,K0          
39535,6.21,10.92,0.94,-0.042,B9V         
39536,9.08,2.51,0.82,0.145,A2III       
39537,8.56,4.59,1.17,1.076,G8III/IV    
39538,5.39,9.88,0.52,-0.04,A0p...      
39539,7.71,4.85,0.92,0.865,G5          
39540,7.85,-0.91,1.19,-0.248,B1V         
39541,7.34,1.72,1.05,1.693,M...        
39543,8.43,2.79,0.79,1.285,K2/K3V      
39542,9.97,2.93,1.62,0.24,A           
39544,7.74,1.14,1,-0.084,B8          
39545,9.84,2.4,1.45,0.229,A3IV        
39546,8.36,26.6,1.08,0.806,G5          
39547,9.01,-0.62,1.37,0.189,A5          
39548,8.94,3.62,1.26,0.158,A2          
39549,9.11,5.47,1.24,1.204,K2          
39550,7.82,0.64,1.15,1.191,K0          
39551,8.66,2.64,1.04,0.062,A0V         
39552,8.48,3.97,0.67,0.286,A7IV        
39553,8.1,10.9,1.15,0.615,G5          
39554,8.86,0.7,1.41,0.859,K0          
39555,8.65,6.02,1.38,0.509,F8          
39556,6.98,1.84,1.04,0.011,A0          
39557,7.98,1.16,0.65,1.682,K5III       
39558,7.28,5.41,1.46,0.899,G5III       
39559,7.67,1.35,0.97,0.77,G8III+...   
39560,8.75,6.97,1.23,0.461,F3V         
39561,7.64,10.76,1.48,0.546,F6V         
39563,9.03,5.5,1.35,0.6,F8          
39564,8.01,1.41,0.94,0.139,A2          
39565,6.62,12.17,0.65,0.448,F3IV/V      
39566,5.52,8.29,0.47,1.347,K3/K4III    
39567,5.14,15.49,0.94,0.018,A1V         
39568,9.27,1.32,1.38,1.014,K0          
39569,9.46,-0.24,1.42,0.18,A4/A5V      
39570,8.75,3.59,1.05,0.083,A0V         
39571,8.38,0.74,1.68,-0.015,B8V:        
39572,7.07,15.79,0.82,0.399,F5          
39573,8.68,3.14,1.9,-0.05,B7/B8V      
39574,9.62,0.77,1.45,0.238,A9V         
39575,8.56,0.93,1.49,-0.039,Asp...      
39576,8.5,2.97,0.73,-0.07,B8V         
39577,9.06,6.27,0.87,0.73,G5V         
39578,8.75,4.62,1.31,0.123,A0          
39579,9.23,1.96,1.44,0.485,F0          
39580,7.73,0.46,0.67,0.668,A5II        
39581,8.54,3.93,0.8,-0.046,B9IV/V      
39582,8.54,2.74,1.55,0.057,A0          
39583,8.48,-0.67,0.9,2.336,C           
39584,6.18,1.69,0.5,-0.138,B3Vnp       
39585,8.23,4.63,0.72,-0.018,B9V         
39586,8.78,-0.73,1.24,1.556,K3/K4III    
39587,7.89,2.14,1.17,1.59,K5          
39588,8.63,-0.36,1.11,0.082,A0III/IV    
39589,9.11,12.22,0.78,0.66,G5IV/V      
39591,7.23,1.36,1.41,0.031,B9...       
39590,7.93,1.87,2.02,0.847,G5...       
39592,8.01,1.24,1.39,-0.3,K           
39593,7.79,2.74,1.01,0.182,A3          
39594,9.57,4.11,1.98,0.527,F5          
39595,6.97,3.17,0.89,-0.018,B9          
39596,7.81,2.62,1.43,1.281,G8/K0       
39597,8.22,2.2,0.77,1.527,K3III       
39598,7.48,4.33,0.92,0.031,A0V         
39599,8.35,4.53,0.97,0.396,F2V         
39600,8.18,5.17,1,1.303,K2III       
39601,6.79,3.89,1.02,1.272,K0          
39602,9.52,3.51,1.61,0.99,            
39604,8.33,0.42,1.15,-0.055,A0          
39603,8.12,3.66,0.96,1.077,K0          
39605,8.18,2.84,1.33,1.334,K0          
39606,8.91,3.38,1.89,0.064,B9          
39607,6.21,3.49,1.09,0.01,A0V         
39608,9.06,2.53,1.35,1.122,K           
39609,8.09,3.6,1.1,0.978,G5          
39610,8.22,3.1,1.72,0,A0IV/V      
39611,10.38,27.56,1.39,1.308,K5V         
39612,10.16,36.5,1.87,1.311,M0V:p       
39613,7.05,2.03,0.6,-0.138,B4V         
39614,10.2,2.27,1.73,0.412,F2          
39616,8.16,16.92,0.87,0.529,F5          
39617,6.15,0.96,1.04,1.098,G1Ib        
39618,9.67,-0.17,1.32,-0.157,B2III       
39619,7.9,3.37,0.82,0.039,A0V         
39620,8.66,0.96,1.04,-0.073,A           
39621,6.82,2.23,1.09,0.008,A0          
39622,7.67,4.74,1.08,0.937,G5          
39623,8.31,1.87,0.64,-0.085,B8V         
39624,9.36,17.13,1.46,0.737,G0          
39625,6.4,4.58,0.95,1.058,K0          
39626,9.03,4.66,1.39,1.457,K0          
39627,8.92,0.6,1.27,1.42,K5          
39628,9,7.67,1.29,0.412,F2          
39629,8.88,4.03,0.77,0.208,A3V         
39630,8.27,6.66,1.11,0.401,F0          
39631,9.69,7.77,1.45,0.535,G0V         
39632,9.13,4.1,1.45,0.05,A0          
39633,9.25,7.8,0.9,0.523,F7/F8IV/V   
39634,6.97,4.9,0.76,0.015,B9V         
39635,8.98,0.29,1.76,1.801,M0          
39636,7.43,5.6,0.78,1.096,K0          
39637,11.15,-0.12,3.28,1.453,M2:V:       
39638,7.07,10.66,0.99,0.397,F2          
39639,6.69,4.23,0.79,0.11,A0          
39640,8.07,2.8,0.7,-0.05,B6V         
39642,7.58,5.04,0.58,0.45,F5IV/V      
39641,8.51,9.86,3.72,0.78,G5          
39643,8.51,6.58,1.11,0.321,Am...       
39644,8.82,5.44,1.19,0.216,A5          
39645,9.24,7.75,1.24,0.43,F8          
39646,9.01,9.47,2.06,0.568,F8          
39647,8.85,1.82,1.2,1.58,K2/K3III    
39648,8.1,1.75,0.95,1.653,K5          
39649,9.46,2.27,1.74,0.419,F5          
39650,7.58,16.03,1.08,0.493,F5          
39651,8.19,2.71,0.85,1.382,K3III       
39652,8.69,1.55,0.82,0.005,A0IV:       
39654,8.49,1.86,1.12,0.019,A0          
39655,7.32,-0.37,1.05,1.564,K5          
39653,10.28,-6.17,5.36,0.5,            
39656,8.16,2.46,0.72,-0.016,A0V         
39657,7.27,3.56,0.92,0.838,G3III       
39658,7.59,4.87,0.84,0.056,A0V         
39659,5.96,5.21,0.78,1.652,M3III       
39660,9,5.19,0.86,0.443,F3V         
39661,9.49,3.53,1.65,0.43,F2          
39662,6.91,6.03,0.58,1.135,K2III       
39663,8.96,7.46,0.99,0.45,F3/F5V      
