logT,Absolute Mag,B-V,Predicted_SpT
3.806,4.37,0.72,G
3.784,4.38,0.81,G
3.784,4.38,0.81,G
3.784,4.38,0.81,G
3.8,4.38,0.74,G
3.777,4.38,0.84,G
3.786,4.38,0.8,G
3.786,4.38,0.8,G
3.786,4.38,0.8,G
3.77,4.39,0.87,G
3.784,4.39,0.81,G
3.784,4.39,0.81,G
3.784,4.39,0.81,G
3.795,4.39,0.76,G
3.8,4.4,0.74,G
3.798,4.4,0.75,G
3.803,4.4,0.73,G
3.795,4.4,0.76,G
3.782,4.41,0.82,G
3.782,4.41,0.82,G
3.782,4.41,0.82,G
3.761,4.41,0.91,G
3.775,4.41,0.85,G
3.791,4.41,0.78,G
3.791,4.41,0.78,G
3.791,4.41,0.78,G
3.798,4.41,0.75,G
3.786,4.41,0.8,G
3.786,4.41,0.8,G
3.786,4.41,0.8,G
3.768,4.41,0.88,G
3.775,4.41,0.85,G
3.782,4.41,0.82,G
3.782,4.41,0.82,G
3.782,4.41,0.82,G
3.78,4.42,0.83,G
3.78,4.42,0.83,G
3.78,4.42,0.83,G
3.782,4.42,0.82,G
3.782,4.42,0.82,G
3.782,4.42,0.82,G
3.791,4.42,0.78,G
3.795,4.43,0.76,G
3.795,4.43,0.76,G
3.8,4.43,0.74,G
3.795,4.43,0.76,G
3.789,4.43,0.79,G
3.789,4.43,0.79,G
3.789,4.43,0.79,G
3.8,4.44,0.74,G
3.793,4.44,0.77,G
3.795,4.44,0.76,G
3.782,4.44,0.82,G
3.782,4.44,0.82,G
3.782,4.44,0.82,G
3.795,4.44,0.76,G
3.786,4.44,0.8,G
3.786,4.44,0.8,G
3.786,4.44,0.8,G
3.798,4.45,0.75,G
3.784,4.45,0.81,G
3.784,4.45,0.81,G
3.784,4.45,0.81,G
3.786,4.45,0.8,G
3.786,4.45,0.8,G
3.786,4.45,0.8,G
3.784,4.45,0.81,G
3.784,4.45,0.81,G
3.784,4.45,0.81,G
3.78,4.46,0.83,G
3.78,4.46,0.83,G
3.78,4.46,0.83,G
3.813,4.46,0.7,G
3.786,4.46,0.8,G
3.786,4.46,0.8,G
3.786,4.46,0.8,G
3.782,4.46,0.82,G
3.782,4.46,0.82,G
3.782,4.46,0.82,G
3.784,4.46,0.81,G
3.784,4.46,0.81,G
3.784,4.46,0.81,G
3.777,4.46,0.84,G
3.777,4.46,0.84,G
3.777,4.46,0.84,G
3.798,4.47,0.75,G
3.77,4.47,0.87,G
3.786,4.47,0.8,G
3.786,4.47,0.8,G
3.786,4.47,0.8,G
3.777,4.47,0.84,G
3.777,4.47,0.84,G
3.777,4.47,0.84,G
3.798,4.48,0.75,G
3.791,4.48,0.78,G
3.8,4.48,0.74,G
3.793,4.48,0.77,G
3.791,4.48,0.78,G
3.791,4.48,0.78,G
3.791,4.49,0.78,G
3.798,4.49,0.75,G
3.806,4.5,0.72,G
3.777,4.5,0.84,G
3.777,4.5,0.84,G
3.777,4.5,0.84,G
3.809,4.5,0.71,G
3.759,4.5,0.92,G
3.782,4.5,0.82,G
3.782,4.5,0.82,G
3.782,4.5,0.82,G
3.77,4.5,0.87,G
3.77,4.5,0.87,G
3.795,4.51,0.76,G
3.784,4.51,0.81,G
3.784,4.51,0.81,G
3.784,4.51,0.81,G
3.791,4.52,0.78,G
3.784,4.52,0.81,G
3.784,4.52,0.81,G
3.784,4.52,0.81,G
3.803,4.53,0.73,G
3.795,4.54,0.76,G
3.768,4.54,0.88,G
3.791,4.54,0.78,G
3.782,4.54,0.82,G
3.782,4.54,0.82,G
3.782,4.54,0.82,G
3.8,4.55,0.74,G
3.755,4.55,0.94,K
3.77,4.55,0.87,G
3.784,4.55,0.81,G
3.784,4.55,0.81,G
3.784,4.55,0.81,G
3.795,4.55,0.76,G
3.784,4.55,0.81,G
3.784,4.55,0.81,G
3.784,4.55,0.81,G
3.791,4.55,0.78,G
3.798,4.55,0.75,G
3.789,4.55,0.79,G
3.755,4.56,0.94,K
3.789,4.56,0.79,G
3.793,4.56,0.77,G
3.782,4.56,0.82,G
3.782,4.56,0.82,G
3.782,4.56,0.82,G
3.764,4.56,0.9,G
3.759,4.57,0.92,G
3.775,4.57,0.85,G
3.775,4.57,0.85,G
3.775,4.57,0.85,G
3.793,4.57,0.77,G
3.768,4.57,0.88,G
3.786,4.58,0.8,G
3.793,4.59,0.77,G
3.784,4.59,0.81,G
3.757,4.59,0.93,K
3.784,4.59,0.81,G
3.793,4.59,0.77,G
3.766,4.6,0.89,G
3.752,4.6,0.95,K
3.786,4.6,0.8,G
3.78,4.6,0.83,G
3.78,4.6,0.83,G
3.78,4.6,0.83,G
3.78,4.61,0.83,G
3.78,4.61,0.83,G
3.78,4.61,0.83,G
3.789,4.61,0.79,G
3.789,4.61,0.79,G
3.789,4.62,0.79,G
3.791,4.62,0.78,G
3.764,4.62,0.9,G
3.78,4.63,0.83,G
3.78,4.63,0.83,G
3.78,4.63,0.83,G
3.786,4.64,0.8,G
3.78,4.64,0.83,G
3.78,4.64,0.83,G
3.78,4.64,0.83,G
3.773,4.64,0.86,G
3.773,4.64,0.86,G
3.773,4.64,0.86,G
3.775,4.64,0.85,G
3.775,4.64,0.85,G
3.775,4.64,0.85,G
3.764,4.65,0.9,G
3.8,4.66,0.74,G
3.784,4.66,0.81,G
3.773,4.66,0.86,G
3.773,4.66,0.86,G
3.773,4.66,0.86,G
3.791,4.67,0.78,G
3.791,4.67,0.78,G
3.789,4.67,0.79,G
3.775,4.67,0.85,G
3.775,4.67,0.85,G
3.775,4.67,0.85,G
3.782,4.68,0.82,G
3.766,4.68,0.89,G
3.828,4.68,0.65,G
3.786,4.68,0.8,G
3.755,4.69,0.94,K
3.8,4.7,0.74,G
3.78,4.71,0.83,G
3.806,4.71,0.72,G
3.775,4.71,0.85,G
3.775,4.71,0.85,G
3.775,4.71,0.85,G
3.803,4.72,0.73,G
3.773,4.72,0.86,G
3.773,4.72,0.86,G
3.773,4.72,0.86,G
3.789,4.74,0.79,G
3.78,4.74,0.83,G
3.791,4.74,0.78,G
3.773,4.74,0.86,G
3.773,4.74,0.86,G
3.773,4.74,0.86,G
3.786,4.74,0.8,G
3.789,4.74,0.79,G
3.803,4.75,0.73,G
3.782,4.75,0.82,G
3.755,4.76,0.94,K
3.777,4.76,0.84,G
3.775,4.76,0.85,G
3.775,4.76,0.85,G
3.775,4.76,0.85,G
3.786,4.76,0.8,G
3.78,4.76,0.83,G
3.775,4.76,0.85,G
3.775,4.76,0.85,G
3.775,4.76,0.85,G
3.789,4.77,0.79,G
3.777,4.77,0.84,G
3.791,4.78,0.78,G
3.775,4.78,0.85,G
3.786,4.78,0.8,G
3.782,4.78,0.82,G
3.777,4.78,0.84,G
3.752,4.79,0.95,K
3.741,4.79,1.0,K
3.793,4.79,0.77,G
3.784,4.8,0.81,G
3.775,4.8,0.85,G
3.793,4.81,0.77,G
3.789,4.82,0.79,G
3.764,4.82,0.9,G
3.764,4.82,0.9,G
3.764,4.82,0.9,G
3.775,4.82,0.85,G
3.782,4.82,0.82,G
3.777,4.82,0.84,G
3.773,4.83,0.86,G
3.784,4.83,0.81,G
3.793,4.83,0.77,G
3.8,4.84,0.74,G
3.782,4.84,0.82,G
3.784,4.85,0.81,G
3.78,4.85,0.83,G
3.77,4.85,0.87,G
3.77,4.85,0.87,G
3.77,4.85,0.87,G
3.786,4.85,0.8,G
3.766,4.86,0.89,G
3.766,4.86,0.89,G
3.766,4.86,0.89,G
3.773,4.86,0.86,G
3.809,4.86,0.71,G
3.798,4.87,0.75,G
3.789,4.87,0.79,G
3.764,4.87,0.9,G
3.764,4.87,0.9,G
3.764,4.87,0.9,G
3.806,4.87,0.72,G
3.806,4.87,0.72,G
3.789,4.89,0.79,G
3.77,4.89,0.87,G
3.766,4.89,0.89,G
3.766,4.89,0.89,G
3.766,4.89,0.89,G
3.777,4.89,0.84,G
3.8,4.89,0.74,G
3.795,4.9,0.76,G
3.773,4.9,0.86,G
3.806,4.9,0.72,G
3.78,4.91,0.83,G
3.777,4.91,0.84,G
3.784,4.91,0.81,G
3.791,4.92,0.78,G
3.791,4.92,0.78,G
3.782,4.93,0.82,G
3.789,4.93,0.79,G
3.795,4.93,0.76,G
3.782,4.93,0.82,G
3.793,4.94,0.77,G
3.775,4.94,0.85,G
3.791,4.95,0.78,G
3.786,4.98,0.8,G
3.789,4.99,0.79,G
3.428,0.1,1.88,K
3.638,0.11,1.43,K
3.638,0.11,1.43,K
3.638,0.11,1.43,K
3.591,0.12,1.64,K
3.617,0.53,1.53,K
3.617,0.53,1.53,K
3.617,0.53,1.53,K
3.742,0.53,0.9,G
3.698,0.78,1.13,K
3.66,0.81,1.32,K
3.66,0.81,1.32,K
3.66,0.81,1.32,K
3.782,0.96,0.71,A
3.744,0.98,0.89,G
3.604,1.02,1.59,K
3.888,1.07,0.37,A
3.692,1.21,1.16,K
3.731,1.39,0.96,K
3.847,1.39,0.48,F
3.737,1.42,0.93,K
3.862,1.56,0.44,F
3.923,1.58,0.29,A
3.9,1.61,0.34,F
3.771,1.72,0.76,A
3.782,1.78,0.71,A
3.975,1.82,0.19,A
3.793,1.82,0.66,A
3.676,1.89,1.24,K
3.786,1.93,0.69,F
3.975,1.93,0.19,A
3.941,1.96,0.25,A
4.133,2.01,0.04,A
4.05,2.03,0.1,A
3.95,2.1,0.23,A
4.133,2.1,0.04,A
4.117,2.21,0.05,A
3.932,2.23,0.27,A
3.918,2.26,0.3,A
3.936,2.27,0.26,A
3.873,2.31,0.41,F
3.981,2.32,0.18,A
3.969,2.36,0.2,A
4.01,2.37,0.14,A
3.945,2.42,0.24,A
4.075,2.44,0.08,A
3.923,2.46,0.29,A
3.713,2.55,1.05,K
3.819,2.59,0.57,F
3.77,2.59,0.76,F
3.865,2.62,0.43,F
3.865,2.62,0.43,F
3.865,2.62,0.43,F
3.988,2.63,0.17,A
3.746,2.67,0.87,G
3.877,2.68,0.4,F
3.988,2.69,0.17,A
3.885,2.7,0.38,F
3.744,2.73,0.88,G
4.02,2.73,0.13,A
3.885,2.76,0.38,F
3.941,2.76,0.25,A
3.914,2.76,0.31,F
3.918,2.78,0.3,F
3.914,2.78,0.31,F
3.723,2.79,0.99,K
3.888,2.8,0.37,F
3.831,2.81,0.53,F
4.0,2.81,0.15,A
3.75,2.81,0.85,G
3.994,2.84,0.16,A
3.732,2.85,0.94,K
3.877,2.88,0.4,F
3.854,2.88,0.46,F
3.854,2.88,0.46,F
3.854,2.88,0.46,F
3.885,2.91,0.38,F
3.819,2.91,0.57,F
3.791,2.92,0.67,F
3.854,2.96,0.46,F
3.95,2.96,0.23,F
3.892,2.97,0.36,F
3.816,3.01,0.58,F
3.963,3.07,0.21,F
3.752,3.12,0.84,G
3.834,3.12,0.52,F
3.834,3.12,0.52,F
3.834,3.12,0.52,F
3.844,3.13,0.49,F
3.761,3.13,0.8,G
3.822,3.14,0.56,F
3.752,3.18,0.84,G
3.877,3.18,0.4,F
3.822,3.19,0.56,F
3.822,3.19,0.56,F
3.822,3.19,0.56,F
3.932,3.2,0.27,F
3.834,3.2,0.52,F
3.834,3.2,0.52,F
3.834,3.2,0.52,F
3.941,3.21,0.25,F
3.847,3.25,0.48,F
3.784,3.3,0.7,G
3.869,3.3,0.42,F
3.791,3.33,0.67,G
3.85,3.34,0.47,F
3.869,3.34,0.42,F
3.752,3.34,0.84,G
3.795,3.35,0.65,F
3.892,3.35,0.36,F
3.782,3.36,0.71,G
3.85,3.37,0.47,F
3.831,3.39,0.53,F
3.881,3.42,0.39,F
3.932,3.43,0.27,F
3.791,3.44,0.67,G
3.784,3.44,0.7,G
3.844,3.5,0.49,F
3.881,3.5,0.39,F
3.896,3.52,0.35,F
3.775,3.53,0.74,G
3.837,3.54,0.51,F
3.847,3.55,0.48,F
3.8,3.55,0.63,G
3.885,3.55,0.38,F
3.841,3.55,0.5,F
3.789,3.57,0.68,G
3.745,3.57,0.87,G
3.795,3.61,0.65,G
3.841,3.62,0.5,F
3.755,3.62,0.83,G
3.885,3.63,0.38,F
3.858,3.63,0.45,F
3.828,3.64,0.54,F
3.95,3.67,0.23,F
3.739,3.71,0.9,G
3.78,3.74,0.72,G
3.782,3.74,0.71,G
3.822,3.74,0.56,F
3.865,3.76,0.43,F
3.702,3.78,1.09,K
3.885,3.79,0.38,F
3.85,3.79,0.47,F
3.828,3.8,0.54,F
3.8,3.8,0.63,G
3.8,3.8,0.63,G
3.8,3.8,0.63,G
3.905,3.8,0.33,F
3.806,3.81,0.61,G
3.806,3.81,0.61,G
3.806,3.81,0.61,G
3.73,3.82,0.94,K
3.885,3.85,0.38,F
3.873,3.85,0.41,F
3.806,3.85,0.61,G
3.877,3.85,0.4,F
3.865,3.87,0.43,F
3.828,3.87,0.54,F
3.918,3.9,0.3,F
3.816,3.9,0.58,F
3.892,3.93,0.36,F
3.914,3.93,0.31,F
3.892,3.93,0.36,F
4.0,3.93,0.15,F
3.862,3.94,0.44,F
3.828,3.94,0.54,F
3.761,3.94,0.8,G
3.809,3.95,0.6,G
3.873,3.99,0.41,F
3.819,4.03,0.57,F
3.834,4.04,0.52,F
3.734,4.04,0.92,G
3.862,4.05,0.44,F
3.766,4.05,0.78,G
3.784,4.07,0.7,G
3.784,4.07,0.7,G
3.784,4.07,0.7,G
3.837,4.08,0.51,F
3.77,4.14,0.76,G
3.825,4.14,0.55,F
3.816,4.14,0.58,G
3.819,4.15,0.57,F
3.745,4.16,0.87,G
3.837,4.18,0.51,F
3.806,4.18,0.61,G
3.819,4.19,0.57,G
3.837,4.2,0.51,F
3.881,4.24,0.39,G
3.72,4.24,0.98,K
3.72,4.25,0.98,K
3.85,4.25,0.47,F
3.766,4.25,0.78,G
3.773,4.25,0.75,G
3.773,4.25,0.75,G
3.773,4.25,0.75,G
3.739,4.28,0.9,G
3.809,4.28,0.6,G
3.759,4.29,0.81,G
3.914,4.29,0.31,G
3.877,4.31,0.4,G
3.877,4.32,0.4,G
3.892,4.33,0.36,G
3.789,4.34,0.68,G
3.8,4.35,0.63,G
3.881,4.35,0.39,G
3.918,4.36,0.3,G
3.837,4.36,0.51,G
3.803,4.36,0.62,G
3.896,4.37,0.35,G
3.95,4.37,0.23,G
3.803,4.37,0.62,G
3.789,4.4,0.68,G
3.798,4.41,0.64,G
3.795,4.41,0.65,G
3.828,4.42,0.54,G
3.782,4.42,0.71,G
3.862,4.42,0.44,G
3.791,4.43,0.67,G
3.847,4.43,0.48,G
3.819,4.47,0.57,G
3.78,4.48,0.72,G
3.825,4.48,0.55,G
3.854,4.48,0.46,G
3.888,4.49,0.37,G
3.844,4.49,0.49,G
3.828,4.49,0.54,G
3.806,4.49,0.61,G
3.789,4.52,0.68,G
3.847,4.53,0.48,G
3.885,4.53,0.38,G
3.841,4.56,0.5,G
3.841,4.56,0.5,G
3.873,4.57,0.41,G
3.873,4.61,0.41,G
3.831,4.61,0.53,G
3.761,4.61,0.8,G
3.761,4.61,0.8,G
3.761,4.61,0.8,G
3.8,4.65,0.63,G
3.877,4.67,0.4,G
3.825,4.72,0.55,G
3.732,4.73,0.93,K
3.77,4.73,0.76,G
3.819,4.73,0.57,G
3.819,4.73,0.57,G
3.825,4.73,0.55,G
3.714,4.75,1.01,K
3.819,4.76,0.57,G
3.828,4.76,0.54,G
3.803,4.76,0.62,G
3.775,4.76,0.74,G
3.806,4.77,0.61,G
3.784,4.79,0.7,G
3.75,4.83,0.85,G
3.75,4.83,0.85,G
3.75,4.83,0.85,G
3.806,4.85,0.61,G
3.705,4.86,1.05,K
3.825,4.87,0.55,G
3.75,4.87,0.85,G
3.75,4.87,0.85,G
3.75,4.87,0.85,G
3.777,4.95,0.73,G
3.806,4.96,0.61,G
3.75,4.97,0.85,G
3.837,5.0,0.51,G
3.782,5.02,0.71,G
3.803,5.02,0.62,G
3.773,5.03,0.75,G
3.745,5.04,0.87,G
3.741,5.05,0.89,K
3.741,5.05,0.89,K
3.741,5.05,0.89,K
3.766,5.05,0.78,G
3.725,5.06,0.96,K
3.757,5.06,0.82,G
3.761,5.09,0.8,G
3.736,5.09,0.91,K
3.736,5.09,0.91,K
3.736,5.09,0.91,K
3.775,5.1,0.74,G
3.819,5.11,0.57,G
3.798,5.11,0.64,G
3.755,5.13,0.83,G
3.798,5.14,0.64,G
3.693,5.16,1.1,K
3.766,5.17,0.78,G
3.734,5.17,0.92,K
3.734,5.17,0.92,K
3.734,5.17,0.92,K
3.825,5.18,0.55,G
3.75,5.19,0.85,G
3.8,5.2,0.63,G
3.709,5.2,1.03,K
3.795,5.2,0.65,G
3.72,5.2,0.98,K
3.739,5.2,0.9,K
3.775,5.23,0.74,G
3.813,5.24,0.59,G
3.72,5.24,0.98,K
3.777,5.25,0.73,G
3.777,5.25,0.73,G
3.768,5.25,0.77,G
3.809,5.25,0.6,G
3.798,5.25,0.64,G
3.752,5.28,0.84,G
3.784,5.28,0.7,G
3.702,5.3,1.06,K
3.764,5.3,0.79,G
3.77,5.31,0.76,G
3.789,5.32,0.68,G
3.793,5.33,0.66,G
3.736,5.34,0.91,K
3.773,5.34,0.75,G
3.764,5.34,0.79,G
3.727,5.35,0.95,K
3.727,5.35,0.95,K
3.727,5.35,0.95,K
3.75,5.35,0.85,K
3.761,5.36,0.8,G
3.748,5.37,0.86,K
3.745,5.38,0.87,K
3.795,5.38,0.65,G
3.806,5.41,0.61,G
3.793,5.42,0.66,G
3.761,5.42,0.8,K
3.761,5.43,0.8,K
3.727,5.43,0.95,K
3.739,5.43,0.9,K
3.791,5.43,0.67,G
3.759,5.45,0.81,K
3.755,5.45,0.83,K
3.77,5.46,0.76,G
3.78,5.46,0.72,G
3.761,5.46,0.8,K
3.752,5.47,0.84,K
3.809,5.47,0.6,G
3.8,5.48,0.63,G
3.8,5.5,0.63,G
3.766,5.5,0.78,K
3.75,5.51,0.85,K
3.761,5.53,0.8,K
3.803,5.54,0.62,K
3.816,5.56,0.58,K
3.766,5.56,0.78,K
3.777,5.56,0.73,K
3.768,5.58,0.77,K
3.75,5.58,0.85,K
3.78,5.6,0.72,K
3.784,5.61,0.7,K
3.736,5.63,0.91,K
3.693,5.68,1.1,K
3.869,5.97,0.42,K
4.087,-0.62,0.03,B
4.04,0.27,0.07,A
4.04,0.27,0.07,A
4.04,0.27,0.07,A
4.075,0.34,0.04,A
4.15,0.91,-0.01,A
4.25,1.07,-0.08,B
4.075,1.09,0.04,A
3.927,1.79,0.24,A
3.941,2.22,0.21,A
3.945,2.25,0.2,A
4.01,2.31,0.1,A
3.936,2.72,0.22,A
3.881,2.87,0.35,F
3.877,2.91,0.36,F
3.892,2.91,0.32,F
3.909,3.3,0.28,F
3.854,3.39,0.42,F
3.858,3.48,0.41,F
3.881,3.57,0.35,F
3.798,4.01,0.6,G
3.806,4.02,0.57,F
3.766,4.12,0.74,G
3.791,4.22,0.63,G
3.766,4.32,0.74,G
3.766,4.32,0.74,G
3.766,4.32,0.74,G
3.806,4.36,0.57,G
3.793,4.59,0.62,G
3.782,4.76,0.67,G
3.752,4.8,0.8,G
3.795,4.81,0.61,G
3.764,4.97,0.75,G
3.759,5.0,0.77,G
3.57,-0.21,1.98,K
3.756,-0.13,1.09,G
3.756,-0.13,1.09,G
3.756,-0.13,1.09,G
3.618,-0.12,1.79,K
3.618,-0.12,1.79,K
3.618,-0.12,1.79,K
3.981,-0.06,0.41,B
3.674,-0.01,1.51,K
3.674,-0.01,1.51,K
3.674,-0.01,1.51,K
3.628,0.0,1.73,K
3.628,0.0,1.73,K
3.628,0.0,1.73,K
3.95,0.01,0.46,B
4.0,0.08,0.38,B
3.941,0.08,0.48,B
3.923,0.09,0.52,B
3.994,0.12,0.39,B
4.0,0.12,0.38,B
3.623,0.12,1.74,K
3.623,0.12,1.74,K
3.623,0.12,1.74,K
3.988,0.13,0.4,B
3.652,0.13,1.6,K
3.652,0.13,1.6,K
3.652,0.13,1.6,K
3.721,0.14,1.25,K
3.721,0.14,1.25,K
3.721,0.14,1.25,K
3.975,0.14,0.42,B
3.936,0.21,0.49,B
3.923,0.25,0.52,F
3.608,0.3,1.8,K
3.608,0.3,1.8,K
3.608,0.3,1.8,K
3.625,0.3,1.72,K
3.625,0.3,1.72,K
3.625,0.3,1.72,K
3.65,0.34,1.6,K
3.65,0.34,1.6,K
3.65,0.34,1.6,K
3.936,0.34,0.49,A
3.956,0.34,0.45,A
3.668,0.4,1.51,K
3.668,0.4,1.51,K
3.668,0.4,1.51,K
3.994,0.44,0.39,A
3.678,0.46,1.46,K
3.678,0.46,1.46,K
3.678,0.46,1.46,K
3.975,0.47,0.42,A
4.03,0.49,0.35,A
4.0,0.5,0.38,A
3.668,0.5,1.51,K
3.668,0.5,1.51,K
3.668,0.5,1.51,K
4.0,0.52,0.38,A
4.0,0.52,0.38,A
3.69,0.54,1.4,K
3.69,0.54,1.4,K
3.69,0.54,1.4,K
3.731,0.55,1.19,K
3.969,0.56,0.43,A
3.956,0.56,0.45,A
3.66,0.57,1.55,K
3.66,0.57,1.55,K
3.66,0.57,1.55,K
4.075,0.58,0.31,A
4.075,0.58,0.31,A
4.075,0.58,0.31,A
3.678,0.6,1.46,K
3.678,0.6,1.46,K
3.678,0.6,1.46,K
3.69,0.61,1.4,K
3.69,0.61,1.4,K
3.69,0.61,1.4,K
4.0,0.63,0.38,A
3.652,0.63,1.59,K
3.652,0.63,1.59,K
3.652,0.63,1.59,K
3.927,0.63,0.51,A
3.975,0.65,0.42,A
3.674,0.66,1.48,K
3.674,0.66,1.48,K
3.674,0.66,1.48,K
3.988,0.69,0.4,A
4.02,0.7,0.36,A
4.0,0.72,0.38,A
3.963,0.73,0.44,A
4.0,0.73,0.38,A
3.956,0.76,0.45,A
3.994,0.78,0.39,A
3.994,0.86,0.39,A
3.988,0.87,0.4,A
3.994,0.88,0.39,A
3.994,0.91,0.39,A
4.075,0.93,0.31,A
4.05,0.95,0.33,A
4.05,0.95,0.33,A
4.05,0.95,0.33,A
3.945,0.98,0.47,A
3.994,1.0,0.39,A
3.994,1.07,0.39,A
3.994,1.11,0.39,A
3.956,1.2,0.45,F
4.0,1.2,0.38,A
3.994,1.21,0.39,A
3.994,1.23,0.39,A
4.075,1.25,0.31,A
4.0,1.29,0.38,A
4.0,1.3,0.38,A
3.969,1.3,0.43,F
4.05,1.33,0.33,A
4.03,1.34,0.35,A
3.963,1.39,0.44,F
3.988,1.41,0.4,F
3.994,1.41,0.39,F
4.03,1.42,0.35,A
4.02,1.42,0.36,A
4.062,1.42,0.32,A
3.975,1.46,0.42,F
4.133,1.47,0.27,A
4.04,1.47,0.34,A
4.02,1.48,0.36,F
3.963,1.49,0.44,F
4.167,1.54,0.25,A
4.01,1.55,0.37,F
4.01,1.56,0.37,F
3.988,1.58,0.4,F
3.988,1.58,0.4,F
3.988,1.58,0.4,F
3.963,1.58,0.44,F
3.988,1.58,0.4,F
3.988,1.58,0.4,F
3.988,1.58,0.4,F
3.994,1.61,0.39,F
3.994,1.61,0.39,F
3.994,1.61,0.39,F
4.0,1.62,0.38,F
3.969,1.62,0.43,F
4.062,1.63,0.32,A
4.04,1.63,0.34,A
4.03,1.63,0.35,F
4.062,1.63,0.32,A
3.994,1.72,0.39,F
3.981,1.72,0.41,F
3.981,1.72,0.41,F
3.981,1.72,0.41,F
4.0,1.75,0.38,A
4.01,1.82,0.37,A
4.1,1.82,0.29,A
3.994,1.83,0.39,A
3.95,1.86,0.46,A
3.994,1.88,0.39,A
4.0,1.89,0.38,A
4.0,1.94,0.38,A
3.969,1.97,0.43,A
4.02,1.98,0.36,A
4.01,1.98,0.37,A
3.969,1.98,0.43,A
4.0,2.01,0.38,A
3.936,2.04,0.49,A
3.994,2.11,0.39,F
4.0,2.15,0.38,F
4.02,2.18,0.36,A
3.981,2.2,0.41,F
3.975,2.21,0.42,F
4.02,2.22,0.36,A
4.02,2.22,0.36,A
3.969,2.24,0.43,F
3.975,2.27,0.42,F
3.932,2.28,0.5,F
3.932,2.28,0.5,F
3.932,2.28,0.5,F
3.975,2.35,0.42,F
4.01,2.37,0.37,F
4.062,2.44,0.32,A
4.03,2.44,0.35,F
3.932,2.49,0.5,F
3.994,2.59,0.39,F
3.969,2.63,0.43,F
3.994,2.72,0.39,F
3.945,2.75,0.47,F
4.0,2.8,0.38,F
3.963,2.84,0.44,F
3.994,2.85,0.39,F
3.945,3.03,0.47,F
3.956,3.08,0.45,F
4.062,0.07,0.09,A
4.062,0.07,0.09,A
4.062,0.07,0.09,A
4.0,0.65,0.15,A
4.15,0.68,0.03,A
3.759,0.71,0.82,G
3.945,0.76,0.24,A
3.698,0.81,1.13,K
3.708,0.82,1.08,K
3.936,0.94,0.26,A
3.9,1.02,0.34,A
3.905,1.1,0.33,A
3.704,1.17,1.1,K
3.932,1.24,0.27,A
3.956,1.27,0.22,A
3.956,1.27,0.22,A
3.956,1.27,0.22,A
3.712,1.29,1.06,K
3.715,1.46,1.04,K
3.941,1.5,0.25,A
3.941,1.5,0.25,A
3.941,1.5,0.25,A
3.941,1.5,0.25,A
3.941,1.5,0.25,A
3.941,1.5,0.25,A
3.936,1.51,0.26,A
3.936,1.51,0.26,A
3.936,1.51,0.26,A
3.927,1.58,0.28,A
3.963,1.62,0.21,A
3.95,1.79,0.23,A
3.914,1.98,0.31,A
3.914,1.98,0.31,A
3.914,1.98,0.31,A
3.909,2.0,0.32,A
3.909,2.0,0.32,A
3.909,2.0,0.32,A
3.941,2.01,0.25,A
3.923,2.01,0.29,A
3.896,2.12,0.35,A
3.896,2.12,0.35,A
3.896,2.12,0.35,A
3.914,2.18,0.31,A
3.909,2.2,0.32,A
3.927,2.21,0.28,A
3.945,2.31,0.24,A
3.936,2.32,0.26,A
3.936,2.43,0.26,A
3.888,2.43,0.37,F
3.888,2.46,0.37,F
3.923,2.47,0.29,A
3.914,2.5,0.31,F
3.914,2.51,0.31,F
3.896,2.58,0.35,F
3.923,2.6,0.29,F
3.896,2.66,0.35,F
3.888,2.66,0.37,F
3.858,2.68,0.45,F
3.858,2.68,0.45,F
3.858,2.68,0.45,F
3.909,2.72,0.32,F
3.896,2.72,0.35,F
3.877,2.86,0.4,F
3.885,2.89,0.38,F
3.963,2.91,0.21,A
3.905,2.96,0.33,F
3.869,3.0,0.42,F
3.905,3.03,0.33,F
3.834,3.16,0.52,F
3.834,3.16,0.52,F
3.834,3.16,0.52,F
3.854,3.19,0.46,F
3.881,3.23,0.39,F
3.869,3.38,0.42,F
3.825,3.41,0.55,F
3.825,3.41,0.55,F
3.825,3.41,0.55,F
3.85,3.42,0.47,F
3.869,3.42,0.42,F
3.841,3.45,0.5,F
3.858,3.52,0.45,F
3.854,3.57,0.46,F
3.858,3.57,0.45,F
3.803,3.7,0.62,G
3.803,3.7,0.62,G
3.803,3.7,0.62,G
3.837,3.74,0.51,F
3.813,3.81,0.59,F
3.828,3.84,0.54,F
3.834,3.97,0.52,F
3.822,4.01,0.56,F
3.795,4.03,0.65,G
3.806,4.58,0.61,G
3.803,4.69,0.62,G
3.777,4.72,0.73,G
3.795,4.74,0.65,G
3.822,4.8,0.56,G
3.8,4.84,0.63,G
3.775,4.89,0.74,G
3.761,4.9,0.8,G
3.795,4.96,0.65,G
3.748,5.14,0.86,G
3.761,5.36,0.8,G
3.828,5.48,0.54,G
3.773,5.63,0.75,K
3.75,5.78,0.85,K
3.816,5.87,0.58,K
3.755,5.89,0.83,K
3.764,5.98,0.79,K
3.803,5.99,0.62,K
3.755,6.0,0.83,K
3.727,6.0,0.95,K
3.743,6.2,0.88,K
3.653,6.22,1.29,K
3.653,6.22,1.29,K
3.653,6.22,1.29,K
3.677,7.04,1.17,K
3.675,7.09,1.18,K
3.655,7.6,1.27,K
4.167,-1.85,0.32,B
4.05,-1.3,0.4,B
