logL,Mass[solMass],Vmag,logT,Absolute Mag,B-V,Predicted_SpT
0.99,1.54,12.81,3.816,2.81,0.59,F
1.0,1.57,12.82,3.782,2.82,0.72,F
0.97,1.7,12.83,3.877,2.83,0.41,A
0.98,1.55,12.86,3.78,2.86,0.73,F
1.15,1.74,12.87,3.658,2.87,1.34,K
1.15,1.74,12.87,3.658,2.87,1.34,K
1.15,1.72,12.87,3.658,2.87,1.34,K
0.95,1.52,12.93,3.789,2.93,0.69,F
1.8,-1.0,12.96,3.527,2.96,1.81,K
0.91,1.63,12.97,3.847,2.97,0.49,F
0.91,1.57,12.97,3.847,2.97,0.49,F
0.91,1.53,12.97,3.847,2.97,0.49,F
0.91,1.64,12.99,3.877,2.99,0.41,A
0.91,1.63,12.99,3.862,2.99,0.45,F
0.96,1.59,13.0,3.74,3.0,0.91,G
0.92,1.49,13.0,3.791,3.0,0.68,F
0.95,1.6,13.02,3.736,3.02,0.93,G
0.92,1.49,13.02,3.773,3.02,0.76,F
1.0,1.86,13.06,3.692,3.06,1.17,G
0.87,1.6,13.07,3.844,3.07,0.5,F
0.87,1.52,13.07,3.844,3.07,0.5,F
0.87,1.5,13.07,3.844,3.07,0.5,F
0.89,1.46,13.09,3.782,3.09,0.72,F
0.84,1.57,13.16,3.858,3.16,0.46,F
0.82,1.61,13.22,3.892,3.22,0.37,A
0.8,1.56,13.25,3.869,3.25,0.43,A
0.78,1.57,13.3,3.881,3.3,0.4,A
0.8,1.37,13.3,3.8,3.3,0.64,F
0.77,1.37,13.36,3.813,3.36,0.6,F
0.76,1.52,13.36,3.865,3.36,0.44,F
0.76,1.53,13.37,3.869,3.37,0.43,F
0.74,1.48,13.41,3.825,3.41,0.56,F
0.74,1.4,13.41,3.825,3.41,0.56,F
0.74,1.38,13.41,3.825,3.41,0.56,F
0.73,1.53,13.44,3.881,3.44,0.4,A
0.7,1.45,13.51,3.841,3.51,0.51,F
0.72,1.31,13.52,3.77,3.52,0.77,F
0.7,1.44,13.52,3.816,3.52,0.59,F
0.7,1.38,13.52,3.816,3.52,0.59,F
0.7,1.33,13.52,3.816,3.52,0.59,F
0.71,1.58,13.53,3.914,3.53,0.32,A
0.68,1.51,13.56,3.881,3.56,0.4,A
0.73,1.32,13.56,3.741,3.56,0.9,G
0.78,1.59,13.62,3.69,3.62,1.18,K
0.65,1.45,13.63,3.862,3.63,0.45,F
0.67,1.57,13.63,3.918,3.63,0.31,A
0.65,1.47,13.64,3.869,3.64,0.43,F
0.63,1.38,13.69,3.819,3.69,0.58,F
0.62,1.4,13.7,3.844,3.7,0.5,F
0.61,1.4,13.74,3.847,3.74,0.49,F
0.62,1.55,13.75,3.923,3.75,0.3,A
0.6,1.43,13.75,3.862,3.75,0.45,F
0.59,1.45,13.78,3.877,3.78,0.41,A
0.58,1.37,13.8,3.837,3.8,0.52,F
0.59,1.34,13.8,3.806,3.8,0.62,F
0.59,1.27,13.8,3.806,3.8,0.62,F
0.59,1.25,13.8,3.806,3.8,0.62,F
0.6,1.22,13.8,3.786,3.8,0.7,F
0.62,1.22,13.81,3.755,3.81,0.84,G
0.58,1.44,13.82,3.873,3.82,0.42,A
0.57,1.31,13.86,3.798,3.86,0.65,F
0.57,1.27,13.86,3.798,3.86,0.65,F
0.57,1.22,13.86,3.798,3.86,0.65,F
0.56,1.46,13.87,3.892,3.87,0.37,A
0.55,1.46,13.88,3.892,3.88,0.37,A
0.54,1.4,13.9,3.862,3.9,0.45,F
0.54,1.36,13.9,3.844,3.9,0.5,F
0.54,1.34,13.91,3.834,3.91,0.53,F
0.54,1.32,13.92,3.822,3.92,0.57,F
0.54,1.44,13.92,3.885,3.92,0.39,A
0.53,1.41,13.94,3.873,3.94,0.42,A
0.55,1.17,13.97,3.766,3.97,0.79,G
0.52,1.28,13.98,3.803,3.98,0.63,F
0.51,1.26,14.03,3.793,4.03,0.67,F
0.51,1.2,14.03,3.793,4.03,0.67,F
0.51,1.18,14.03,3.793,4.03,0.67,F
0.49,1.39,14.03,3.869,4.03,0.43,F
0.49,1.27,14.05,3.806,4.05,0.62,F
0.49,1.25,14.06,3.795,4.06,0.66,F
0.48,1.31,14.07,3.834,4.07,0.53,F
0.54,1.16,14.08,3.725,4.08,0.97,G
0.47,1.31,14.09,3.837,4.09,0.52,F
0.51,1.13,14.13,3.739,4.13,0.91,G
0.49,1.12,14.13,3.75,4.13,0.86,G
0.45,1.26,14.16,3.816,4.16,0.59,F
0.44,1.3,14.17,3.837,4.17,0.52,F
0.48,1.11,14.19,3.739,4.19,0.91,G
0.48,1.11,14.2,3.741,4.2,0.9,G
0.42,1.3,14.2,3.841,4.2,0.51,F
0.47,1.11,14.21,3.741,4.21,0.9,G
0.43,1.25,14.21,3.816,4.21,0.59,F
0.42,1.28,14.22,3.831,4.22,0.54,F
0.41,1.4,14.23,3.892,4.23,0.37,A
0.42,1.19,14.25,3.784,4.25,0.71,F
0.42,1.13,14.25,3.784,4.25,0.71,F
0.42,1.13,14.25,3.784,4.25,0.71,F
0.41,1.22,14.26,3.803,4.26,0.63,F
0.41,1.24,14.26,3.816,4.26,0.59,F
0.43,1.09,14.27,3.755,4.27,0.84,G
0.46,1.09,14.28,3.732,4.28,0.94,G
0.45,1.09,14.28,3.739,4.28,0.91,G
0.4,1.18,14.3,3.784,4.3,0.71,F
0.38,1.24,14.32,3.822,4.32,0.57,F
0.39,1.19,14.33,3.793,4.33,0.67,F
0.38,1.42,14.35,3.914,4.35,0.32,A
0.37,1.22,14.36,3.816,4.36,0.59,F
0.42,1.07,14.37,3.734,4.37,0.93,G
0.35,1.22,14.4,3.819,4.4,0.58,F
0.34,1.34,14.41,3.881,4.41,0.4,A
0.36,1.14,14.43,3.78,4.43,0.73,F
0.33,1.22,14.45,3.819,4.45,0.58,F
0.33,1.19,14.46,3.806,4.46,0.62,F
0.35,1.11,14.47,3.768,4.47,0.78,G
0.35,1.08,14.47,3.768,4.47,0.78,G
0.35,1.06,14.47,3.768,4.47,0.78,G
0.34,1.12,14.48,3.773,4.48,0.76,G
0.34,1.07,14.48,3.773,4.48,0.76,G
0.34,1.07,14.48,3.773,4.48,0.76,G
0.34,1.1,14.49,3.766,4.49,0.79,G
0.34,1.08,14.49,3.766,4.49,0.79,G
0.34,1.05,14.49,3.766,4.49,0.79,G
0.35,1.03,14.51,3.743,4.51,0.89,G
0.3,1.25,14.51,3.841,4.51,0.51,F
0.33,1.02,14.55,3.743,4.55,0.89,G
0.3,1.13,14.56,3.786,4.56,0.7,F
0.32,1.02,14.56,3.75,4.56,0.86,G
0.29,1.15,14.58,3.795,4.58,0.66,F
0.29,1.1,14.6,3.773,4.6,0.76,G
0.26,1.15,14.65,3.8,4.65,0.64,F
0.28,1.04,14.66,3.755,4.66,0.84,G
0.28,1.04,14.66,3.755,4.66,0.84,G
0.28,1.0,14.66,3.755,4.66,0.84,G
0.24,1.11,14.7,3.786,4.7,0.7,F
0.23,1.13,14.73,3.798,4.73,0.65,F
0.21,1.3,14.73,3.881,4.73,0.4,A
0.2,1.26,14.75,3.862,4.75,0.45,A
0.49,-1.0,14.8,3.625,4.8,1.5,K
0.17,1.24,14.82,3.858,4.82,0.46,G
0.22,0.96,14.84,3.741,4.84,0.9,G
0.17,1.01,14.93,3.755,4.93,0.84,G
0.42,-1.0,14.99,3.625,4.99,1.5,K
0.11,1.23,14.99,3.862,4.99,0.45,G
0.17,0.93,14.99,3.734,4.99,0.93,G
0.12,1.09,15.01,3.793,5.01,0.67,F
0.13,0.98,15.03,3.748,5.03,0.87,G
0.13,1.01,15.03,3.759,5.03,0.82,G
0.12,0.98,15.06,3.75,5.06,0.86,G
0.37,-1.0,15.12,3.625,5.12,1.5,K
0.09,0.96,15.14,3.748,5.14,0.87,G
7.7,31.98,9.33,5.95,0.1,0.0,B
1.92,3.02,11.07,4.075,1.84,0.36,B
2.32,-1.0,11.15,3.559,1.92,2.03,K
1.75,3.12,11.17,3.702,1.94,1.39,G
1.6,2.5,11.4,3.756,2.17,1.11,G
1.6,2.42,11.44,3.963,2.21,0.49,A
1.54,2.22,11.46,3.822,2.23,0.84,F
1.54,2.34,11.52,3.773,2.29,1.03,F
1.51,2.31,11.6,3.767,2.37,1.06,G
1.59,2.53,11.7,4.03,2.47,0.4,B
1.52,2.57,11.7,3.715,2.47,1.32,K
1.59,2.53,11.7,4.03,2.47,0.4,B
1.44,2.2,11.77,3.927,2.54,0.56,A
1.44,2.14,11.77,3.927,2.54,0.56,A
1.44,2.06,11.77,3.927,2.54,0.56,A
1.4,1.99,11.81,3.905,2.58,0.61,A
1.49,2.54,11.81,3.71,2.58,1.35,G
1.49,2.55,11.82,3.708,2.59,1.36,G
1.42,2.2,11.9,3.963,2.67,0.49,A
1.43,2.39,11.94,3.715,2.71,1.32,G
1.32,1.89,12.01,3.881,2.78,0.67,A
1.39,2.32,12.04,3.715,2.81,1.32,G
1.32,1.99,12.07,3.769,2.84,1.05,F
1.35,2.33,12.18,3.704,2.95,1.38,G
1.32,2.14,12.19,3.725,2.96,1.27,G
1.29,2.09,12.21,3.963,2.98,0.49,A
1.24,1.96,12.22,3.896,2.99,0.63,A
1.24,1.9,12.22,3.896,2.99,0.63,A
1.24,1.84,12.22,3.896,2.99,0.63,A
1.26,2.04,12.24,3.95,3.01,0.51,A
1.26,2.04,12.24,3.95,3.01,0.51,A
1.29,2.19,12.29,3.712,3.06,1.34,G
1.21,1.8,12.31,3.793,3.08,0.94,F
1.26,2.04,12.33,3.728,3.1,1.25,G
1.25,2.01,12.34,3.732,3.11,1.23,G
1.22,1.99,12.34,3.945,3.11,0.52,A
1.25,2.09,12.37,3.717,3.14,1.31,G
1.26,2.21,12.4,3.7,3.17,1.4,G
1.22,1.95,12.4,3.737,3.17,1.2,G
1.19,1.85,12.41,3.755,3.18,1.11,G
1.18,1.9,12.48,3.737,3.25,1.2,G
1.27,2.24,12.5,4.03,3.27,0.4,B
1.11,1.82,12.53,3.873,3.3,0.69,A
1.11,1.79,12.53,3.873,3.3,0.69,A
1.11,1.7,12.53,3.873,3.3,0.69,A
1.1,1.66,12.54,3.844,3.31,0.77,F
1.15,1.82,12.55,3.744,3.32,1.16,G
1.1,1.81,12.56,3.877,3.33,0.68,A
1.1,1.74,12.56,3.877,3.33,0.68,A
1.1,1.7,12.56,3.877,3.33,0.68,A
1.11,1.86,12.56,3.918,3.33,0.58,A
1.07,1.63,12.62,3.834,3.39,0.8,F
1.09,1.66,12.62,3.786,3.39,0.97,F
1.08,1.8,12.62,3.896,3.39,0.63,A
1.05,1.77,12.68,3.888,3.45,0.65,A
0.99,1.7,12.83,3.862,3.6,0.72,A
0.99,1.62,12.83,3.862,3.6,0.72,A
0.99,1.6,12.83,3.862,3.6,0.72,A
0.95,1.53,12.93,3.828,3.7,0.82,F
0.94,1.66,12.94,3.854,3.71,0.74,F
0.94,1.58,12.94,3.854,3.71,0.74,F
0.94,1.56,12.94,3.854,3.71,0.74,F
0.93,1.68,12.97,3.892,3.74,0.64,A
0.92,1.63,13.01,3.837,3.78,0.79,F
0.92,1.63,13.01,3.837,3.78,0.79,F
0.92,1.51,13.01,3.837,3.78,0.79,F
0.93,1.75,13.05,3.932,3.82,0.55,A
0.9,1.62,13.05,3.85,3.82,0.75,F
0.9,1.53,13.05,3.85,3.82,0.75,F
0.9,1.52,13.05,3.85,3.82,0.75,F
0.91,1.76,13.11,3.941,3.88,0.53,A
0.88,1.45,13.13,3.816,3.9,0.86,F
0.86,1.6,13.15,3.873,3.92,0.69,A
0.86,1.61,13.16,3.881,3.93,0.67,A
0.84,1.61,13.2,3.888,3.97,0.65,A
0.83,1.56,13.21,3.841,3.98,0.78,F
0.83,1.47,13.21,3.841,3.98,0.78,F
0.83,1.47,13.21,3.841,3.98,0.78,F
0.85,1.42,13.24,3.777,4.01,1.01,F
0.82,1.4,13.27,3.8,4.04,0.91,F
0.8,1.54,13.28,3.85,4.05,0.75,F
0.77,1.52,13.37,3.854,4.14,0.74,F
0.76,1.53,13.4,3.869,4.17,0.7,A
0.75,1.49,13.42,3.841,4.19,0.78,F
0.75,1.5,13.42,3.847,4.19,0.76,F
0.78,1.35,13.43,3.773,4.2,1.03,G
0.75,1.55,13.44,3.885,4.21,0.66,A
0.73,1.49,13.46,3.85,4.23,0.75,F
0.72,1.46,13.51,3.822,4.28,0.84,F
0.72,1.38,13.51,3.822,4.28,0.84,F
0.72,1.36,13.51,3.822,4.28,0.84,F
0.71,1.53,13.52,3.885,4.29,0.66,A
0.7,1.5,13.55,3.869,4.32,0.7,A
0.69,1.45,13.56,3.847,4.33,0.76,F
0.7,1.55,13.56,3.9,4.33,0.62,A
0.73,1.31,13.59,3.745,4.36,1.15,G
0.67,1.51,13.64,3.888,4.41,0.65,A
0.66,1.39,13.67,3.803,4.44,0.9,F
0.66,1.37,13.67,3.803,4.44,0.9,F
0.66,1.28,13.67,3.803,4.44,0.9,F
0.61,1.38,13.78,3.834,4.55,0.8,F
0.62,1.24,13.8,3.793,4.57,0.94,F
0.62,1.24,13.8,3.789,4.57,0.96,F
0.63,1.23,13.81,3.764,4.58,1.07,G
0.6,1.52,13.84,3.914,4.61,0.59,A
0.59,1.52,13.85,3.914,4.62,0.59,A
0.58,1.32,13.87,3.8,4.64,0.91,F
0.58,1.27,13.87,3.8,4.64,0.91,F
0.58,1.23,13.87,3.8,4.64,0.91,F
0.57,1.4,13.88,3.858,4.65,0.73,A
0.56,1.36,13.91,3.837,4.68,0.79,F
0.54,1.37,13.94,3.85,4.71,0.75,F
0.54,1.47,13.96,3.9,4.73,0.62,A
0.54,1.31,13.97,3.816,4.74,0.86,F
0.52,1.27,14.04,3.798,4.81,0.92,F
0.52,1.2,14.04,3.798,4.81,0.92,F
0.52,1.2,14.04,3.798,4.81,0.92,F
0.53,1.15,14.08,3.75,4.85,1.13,G
0.49,1.29,14.09,3.819,4.86,0.85,F
0.47,1.28,14.13,3.819,4.9,0.85,F
0.46,1.3,14.15,3.834,4.92,0.8,F
0.45,1.29,14.17,3.831,4.94,0.81,F
0.49,1.12,14.2,3.739,4.97,1.18,G
0.46,1.2,14.2,3.78,4.97,1.0,F
0.46,1.18,14.2,3.78,4.97,1.0,F
0.46,1.13,14.2,3.78,4.97,1.0,F
0.51,1.16,14.24,3.711,5.01,1.31,K
0.44,1.2,14.26,3.784,5.03,0.98,F
0.44,1.15,14.26,3.784,5.03,0.98,F
0.44,1.13,14.26,3.784,5.03,0.98,F
0.42,1.17,14.31,3.775,5.08,1.02,G
0.42,1.15,14.31,3.775,5.08,1.02,G
0.42,1.1,14.31,3.775,5.08,1.02,G
0.42,1.1,14.31,3.77,5.08,1.04,G
0.38,1.32,14.34,3.858,5.11,0.73,A
0.4,1.16,14.36,3.775,5.13,1.02,G
0.4,1.13,14.36,3.775,5.13,1.02,G
0.4,1.1,14.36,3.775,5.13,1.02,G
0.37,1.4,14.4,3.909,5.17,0.6,A
0.4,1.06,14.4,3.75,5.17,1.13,G
0.37,1.12,14.46,3.768,5.23,1.05,G
0.37,1.1,14.46,3.768,5.23,1.05,G
0.37,1.07,14.46,3.768,5.23,1.05,G
0.37,1.05,14.48,3.752,5.25,1.12,G
0.33,1.25,14.49,3.834,5.26,0.8,F
0.32,1.21,14.51,3.819,5.28,0.85,F
0.38,1.04,14.52,3.732,5.29,1.21,G
0.38,1.04,14.54,3.725,5.31,1.24,G
0.33,1.09,14.55,3.761,5.32,1.08,G
0.33,1.08,14.55,3.761,5.32,1.08,G
0.33,1.04,14.55,3.761,5.32,1.08,G
0.33,1.03,14.56,3.757,5.33,1.1,G
0.33,1.03,14.57,3.752,5.34,1.12,G
0.31,1.14,14.58,3.786,5.35,0.97,F
0.26,1.29,14.64,3.869,5.41,0.7,A
0.33,1.01,14.66,3.72,5.43,1.26,K
0.25,1.23,14.67,3.841,5.44,0.78,F
0.19,1.15,14.85,3.809,5.62,0.88,F
0.19,1.02,14.92,3.759,5.69,1.09,G
0.16,1.13,14.92,3.806,5.69,0.89,F
0.08,1.02,15.17,3.77,5.94,1.04,G
0.06,0.98,15.24,3.755,6.01,1.11,G
3.45,6.8,10.85,4.15,-1.65,0.29,B
3.2,6.01,10.95,4.05,-1.55,0.36,B
3.07,5.58,11.16,4.02,-1.34,0.39,B
4.69,22.26,12.0,4.8,-0.5,0.1,B
2.62,4.2,12.17,3.988,-0.33,0.43,B
2.7,4.28,12.44,4.1,-0.06,0.32,B
2.73,4.34,12.48,4.117,-0.02,0.31,B
2.78,4.98,12.84,4.2,0.34,0.26,B
2.38,3.52,13.01,4.05,0.51,0.36,B
2.28,3.33,13.06,4.0,0.56,0.41,B
2.63,4.6,13.1,4.183,0.6,0.27,B
2.41,3.87,13.18,4.1,0.68,0.32,B
2.54,4.44,13.33,4.183,0.83,0.27,B
3.17,9.36,13.39,4.45,0.89,0.14,B
2.06,2.89,13.57,3.981,1.07,0.44,A
2.11,3.0,13.58,4.02,1.08,0.39,B
2.11,3.22,13.61,4.03,1.11,0.38,B
2.11,3.22,13.61,4.03,1.11,0.38,B
2.11,3.03,13.61,4.03,1.11,0.38,B
2.05,2.88,13.63,3.994,1.13,0.42,B
2.75,6.12,13.67,4.325,1.17,0.18,B
2.34,4.23,13.93,4.2,1.43,0.26,B
1.91,2.9,14.12,4.03,1.62,0.38,B
1.91,2.92,14.14,4.04,1.64,0.37,B
1.76,2.44,14.2,3.945,1.7,0.5,A
1.77,2.48,14.24,3.969,1.74,0.46,A
1.65,2.3,14.39,3.892,1.89,0.62,A
1.69,2.37,14.4,3.956,1.9,0.48,A
2.07,3.61,14.42,4.167,1.92,0.28,B
1.63,2.27,14.44,3.896,1.94,0.61,A
2.29,4.58,14.47,4.267,1.97,0.21,B
1.73,2.67,14.56,4.03,2.06,0.38,B
1.84,3.02,14.59,4.1,2.09,0.32,B
1.58,2.38,14.69,3.956,2.19,0.48,A
1.58,2.26,14.69,3.956,2.19,0.48,A
1.58,2.24,14.69,3.956,2.19,0.48,A
1.76,2.83,14.69,4.075,2.19,0.34,B
1.58,2.38,14.69,3.956,2.19,0.48,A
1.58,2.26,14.69,3.956,2.19,0.48,A
1.58,2.24,14.69,3.956,2.19,0.48,A
1.87,3.19,14.7,4.133,2.2,0.3,B
1.87,3.19,14.7,4.133,2.2,0.3,B
1.64,2.71,14.99,4.075,2.49,0.34,B
1.51,2.36,15.0,4.0,2.5,0.41,B
1.5,2.34,15.0,3.994,2.5,0.42,A
1.56,2.63,15.18,4.075,2.68,0.34,B
1.38,2.21,15.25,3.981,2.75,0.44,A
1.31,1.89,15.25,3.892,2.75,0.62,A
1.44,2.44,15.36,4.05,2.86,0.36,B
1.29,2.13,15.48,3.981,2.98,0.44,A
1.33,2.26,15.53,4.02,3.03,0.39,B
1.2,1.98,15.6,3.945,3.1,0.5,A
1.13,1.85,15.7,3.9,3.2,0.6,A
1.11,1.84,15.75,3.9,3.25,0.6,A
1.1,1.82,15.78,3.9,3.28,0.6,A
1.41,2.66,15.85,4.133,3.35,0.3,B
1.1,1.9,15.86,3.945,3.36,0.5,A
1.08,1.89,15.89,3.945,3.39,0.5,A
1.04,1.75,15.9,3.862,3.4,0.7,A
1.04,1.73,15.9,3.862,3.4,0.7,A
1.04,1.63,15.9,3.862,3.4,0.7,A
1.02,1.73,15.96,3.862,3.46,0.7,A
1.02,1.68,15.96,3.862,3.46,0.7,A
1.02,1.62,15.96,3.862,3.46,0.7,A
1.14,2.08,15.97,4.01,3.47,0.4,B
1.04,1.86,16.0,3.945,3.5,0.5,A
1.0,1.83,16.1,3.945,3.6,0.5,A
1.0,1.83,16.1,3.945,3.6,0.5,A
0.96,1.68,16.1,3.862,3.6,0.7,A
1.04,2.01,16.2,4.01,3.7,0.4,B
0.95,1.61,16.3,3.732,3.8,1.2,G
3.6,7.88,7.3,4.267,-2.1,-0.05,B
3.6,7.69,7.3,4.267,-2.1,-0.05,B
3.6,7.48,7.3,4.267,-2.1,-0.05,B
3.02,5.18,8.05,4.15,-1.35,0.03,B
2.96,5.0,8.11,4.133,-1.29,0.04,B
2.87,4.72,8.34,4.133,-1.06,0.04,B
2.76,4.44,8.42,4.1,-0.98,0.06,B
2.62,4.38,8.96,4.133,-0.44,0.04,B
2.58,4.34,9.15,4.15,-0.25,0.03,B
2.56,4.38,9.3,4.167,-0.1,0.02,B
2.55,4.35,9.34,4.167,-0.06,0.02,B
2.32,3.74,9.62,4.117,0.22,0.05,B
2.25,3.57,9.7,4.1,0.3,0.06,B
2.19,3.42,9.73,4.075,0.33,0.08,B
2.26,3.72,9.85,4.133,0.45,0.04,B
2.21,3.57,9.88,4.117,0.48,0.05,B
2.1,3.35,10.06,4.1,0.66,0.06,B
1.99,3.11,10.23,4.075,0.83,0.08,B
1.84,2.85,10.48,4.05,1.08,0.1,B
1.83,2.83,10.51,4.05,1.11,0.1,B
1.71,2.59,10.59,3.994,1.19,0.16,B
1.73,2.67,10.68,4.03,1.28,0.12,B
1.78,2.82,10.69,4.062,1.29,0.09,B
1.78,2.82,10.69,4.062,1.29,0.09,B
1.6,2.43,10.8,3.975,1.4,0.19,B
1.61,2.47,10.86,4.0,1.46,0.15,B
1.62,2.51,10.87,4.01,1.47,0.14,B
1.6,2.44,10.88,3.994,1.48,0.16,B
1.57,2.43,10.97,4.0,1.57,0.15,B
1.52,2.34,11.04,3.981,1.64,0.18,A
1.47,2.25,11.04,3.945,1.64,0.24,A
1.5,2.31,11.09,3.981,1.69,0.18,A
1.5,2.35,11.11,3.994,1.71,0.16,A
1.46,2.25,11.15,3.969,1.75,0.2,A
1.59,2.62,11.17,4.062,1.77,0.09,B
1.38,1.97,11.19,3.9,1.79,0.34,A
1.43,2.21,11.2,3.963,1.8,0.21,A
1.39,2.16,11.25,3.945,1.85,0.24,A
1.44,2.29,11.26,3.994,1.86,0.16,B
1.46,2.35,11.27,4.01,1.87,0.14,B
1.39,2.24,11.4,3.994,2.0,0.16,B
1.36,2.17,11.4,3.975,2.0,0.19,B
1.24,2.08,11.71,3.975,2.31,0.19,B
1.17,1.98,11.83,3.956,2.43,0.22,A
1.14,1.93,11.87,3.945,2.47,0.24,A
0.86,1.58,12.48,3.847,3.08,0.48,F
0.83,1.61,12.56,3.892,3.16,0.36,A
0.82,1.54,12.59,3.825,3.19,0.55,F
0.82,1.52,12.59,3.825,3.19,0.55,F
0.82,1.42,12.59,3.825,3.19,0.55,F
0.79,1.59,12.65,3.892,3.25,0.36,A
0.78,1.54,12.69,3.869,3.29,0.42,F
0.77,1.53,12.71,3.869,3.31,0.42,F
0.71,1.48,12.86,3.862,3.46,0.44,F
0.66,1.47,12.97,3.865,3.57,0.43,F
0.61,1.37,13.11,3.819,3.71,0.57,F
0.51,1.33,13.35,3.837,3.95,0.51,F
0.45,1.23,13.54,3.8,4.14,0.63,F
0.41,1.22,13.63,3.806,4.23,0.61,F
0.4,1.18,13.68,3.789,4.28,0.68,F
3.43,8.24,8.54,3.657,-1.76,1.83,K
3.43,7.19,8.54,3.657,-1.76,1.83,K
3.43,6.86,8.54,3.657,-1.76,1.83,K
3.9,12.11,9.66,4.45,-0.64,0.24,B
3.24,6.34,9.95,4.225,-0.35,0.34,B
3.24,5.97,9.95,4.225,-0.35,0.34,B
3.24,5.96,9.95,4.225,-0.35,0.34,B
2.9,4.84,10.14,4.117,-0.16,0.41,B
2.66,5.37,10.32,3.679,0.02,1.66,G
2.66,4.64,10.32,3.679,0.02,1.66,G
2.66,4.15,10.32,3.679,0.02,1.66,G
3.39,8.56,10.48,4.375,0.18,0.26,B
2.63,5.32,10.5,3.664,0.2,1.71,K
2.63,4.6,10.5,3.664,0.2,1.71,K
2.63,4.0,10.5,3.664,0.2,1.71,K
3.12,6.48,10.6,4.283,0.3,0.3,B
2.68,4.78,11.19,4.2,0.89,0.36,B
2.54,4.25,11.24,4.15,0.94,0.39,B
6.0,28.04,11.38,5.45,1.08,0.13,B
2.48,4.24,11.48,4.167,1.18,0.38,B
2.58,4.71,11.51,4.212,1.21,0.35,B
2.83,6.31,11.58,4.325,1.28,0.28,B
2.87,6.75,11.62,4.35,1.32,0.27,B
2.5,4.48,11.64,4.2,1.34,0.36,B
2.29,3.7,11.67,4.117,1.37,0.41,B
2.68,5.5,11.7,4.283,1.4,0.3,B
2.46,4.42,11.73,4.2,1.43,0.36,B
2.13,3.28,11.74,4.05,1.44,0.46,B
2.09,3.2,11.79,4.04,1.49,0.47,B
2.64,5.41,11.8,4.283,1.5,0.3,B
2.29,3.85,11.85,4.15,1.55,0.39,B
2.17,3.45,11.87,4.1,1.57,0.42,B
2.25,3.79,11.96,4.15,1.66,0.39,B
2.13,3.39,11.98,4.1,1.68,0.42,B
2.44,4.64,12.02,4.237,1.72,0.33,B
1.95,2.94,12.04,4.01,1.74,0.5,B
1.95,2.86,12.04,4.01,1.74,0.5,B
1.95,2.77,12.04,4.01,1.74,0.5,B
2.21,3.73,12.06,4.15,1.76,0.39,B
2.38,4.44,12.1,4.225,1.8,0.34,B
1.76,2.46,12.23,3.896,1.93,0.71,A
1.82,2.74,12.27,3.988,1.97,0.53,B
1.82,2.7,12.27,3.988,1.97,0.53,B
1.82,2.57,12.27,3.988,1.97,0.53,B
2.25,4.07,12.27,4.2,1.97,0.36,B
2.16,3.75,12.29,4.167,1.99,0.38,B
1.84,2.78,12.31,4.01,2.01,0.5,B
1.87,2.84,12.32,4.03,2.02,0.48,B
6.46,28.52,12.33,5.75,2.03,0.1,B
1.85,2.82,12.36,4.03,2.06,0.48,B
2.29,4.38,12.4,4.237,2.1,0.33,B
2.22,4.11,12.41,4.212,2.11,0.35,B
2.31,4.5,12.42,4.25,2.12,0.32,B
2.55,5.94,12.43,4.35,2.13,0.27,B
1.88,2.92,12.43,4.062,2.13,0.45,B
1.83,2.81,12.45,4.04,2.15,0.47,B
1.99,3.35,12.51,4.133,2.21,0.4,B
2.02,3.47,12.52,4.15,2.22,0.39,B
1.86,2.94,12.54,4.075,2.24,0.44,B
1.84,2.93,12.58,4.075,2.28,0.44,B
2.28,4.56,12.6,4.267,2.3,0.31,B
2.06,3.69,12.63,4.183,2.33,0.37,B
1.89,3.15,12.66,4.117,2.36,0.41,B
1.59,2.21,12.67,3.914,2.37,0.67,A
1.82,2.95,12.69,4.087,2.39,0.43,B
1.98,3.48,12.74,4.167,2.44,0.38,B
3.63,16.46,12.76,4.8,2.46,0.2,B
1.89,3.21,12.77,4.133,2.47,0.4,B
1.72,2.75,12.83,4.062,2.53,0.45,B
1.54,2.34,12.84,3.945,2.54,0.6,A
1.54,2.27,12.84,3.945,2.54,0.6,A
1.54,2.19,12.84,3.945,2.54,0.6,A
1.58,2.4,12.85,3.975,2.55,0.55,A
1.51,2.11,12.87,3.914,2.57,0.67,A
1.48,2.1,12.95,3.923,2.65,0.65,A
1.5,2.31,13.01,3.969,2.71,0.56,A
1.46,2.06,13.01,3.918,2.71,0.66,A
1.55,2.43,13.03,4.01,2.73,0.5,B
1.43,2.05,13.04,3.828,2.74,0.9,F
1.6,2.6,13.06,4.05,2.76,0.46,B
1.55,2.46,13.06,4.02,2.76,0.49,B
1.48,2.29,13.09,3.975,2.79,0.55,A
1.83,3.28,13.1,4.167,2.8,0.38,B
1.4,1.97,13.12,3.888,2.82,0.73,A
1.46,2.27,13.14,3.975,2.84,0.55,A
1.47,2.3,13.15,3.988,2.85,0.53,A
1.46,2.29,13.18,3.988,2.88,0.53,A
1.57,2.61,13.19,4.062,2.89,0.45,B
1.4,2.17,13.19,3.941,2.89,0.61,A
1.45,2.28,13.2,3.988,2.9,0.53,A
1.41,2.19,13.21,3.956,2.91,0.58,A
1.83,3.36,13.21,4.183,2.91,0.37,B
1.45,2.29,13.23,3.994,2.93,0.52,A
