Mass[solMass],logT,Absolute Mag,B-V
0.88,3.736,5.41,0.8
0.86,3.727,5.44,0.84
0.77,3.7,5.45,0.96
0.86,3.73,5.46,0.83
0.91,3.745,5.48,0.76
0.86,3.73,5.5,0.83
0.88,3.736,5.52,0.8
0.86,3.73,5.55,0.83
0.79,3.709,5.56,0.92
0.7,3.675,5.57,1.07
0.8,3.711,5.6,0.91
0.8,3.711,5.62,0.91
0.82,3.718,5.67,0.88
0.81,3.716,5.71,0.89
0.8,3.714,5.73,0.9
0.86,3.734,5.74,0.81
0.86,3.732,5.74,0.82
0.79,3.711,5.74,0.91
0.8,3.714,5.74,0.9
0.86,3.734,5.76,0.81
0.8,3.714,5.77,0.9
0.94,3.766,5.79,0.67
0.93,3.764,5.82,0.68
0.81,3.718,5.82,0.88
0.75,3.7,5.87,0.96
0.77,3.705,5.93,0.94
1.14,3.888,5.94,0.26
0.81,3.718,5.94,0.88
0.8,3.716,5.95,0.89
0.8,3.716,5.98,0.89
0.83,3.725,6.03,0.85
1.07,3.847,6.05,0.37
2.48,3.9,0.3,0.17
3.34,3.694,0.39,0.98
3.38,3.686,0.44,1.02
3.15,3.698,0.59,0.96
2.59,3.981,0.61,0.01
2.45,3.981,0.61,0.01
2.44,3.981,0.61,0.01
2.27,3.869,0.67,0.25
2.21,3.865,0.78,0.26
2.2,3.9,0.78,0.17
2.16,3.888,0.85,0.2
2.93,3.698,0.9,0.96
1.94,3.892,1.32,0.19
1.88,3.881,1.45,0.22
1.83,3.869,1.54,0.25
2.01,3.905,1.54,0.16
1.94,3.905,1.54,0.16
1.89,3.905,1.54,0.16
1.94,3.888,1.67,0.2
1.93,3.888,1.67,0.2
1.81,3.888,1.67,0.2
1.93,3.888,1.7,0.2
1.9,3.888,1.7,0.2
1.8,3.888,1.7,0.2
1.78,3.881,1.73,0.22
1.83,3.885,1.96,0.21
1.81,3.892,2.02,0.19
1.59,3.85,2.18,0.3
1.69,3.877,2.31,0.23
1.69,3.888,2.33,0.2
1.62,3.869,2.5,0.25
1.54,3.844,2.71,0.32
1.51,3.844,2.81,0.32
1.48,3.844,2.89,0.32
1.45,3.844,3.0,0.32
1.42,3.831,3.04,0.36
1.36,3.822,3.23,0.39
1.31,3.793,3.31,0.49
1.29,3.793,3.31,0.49
1.22,3.793,3.31,0.49
1.31,3.813,3.37,0.42
1.32,3.819,3.39,0.4
1.3,3.816,3.42,0.41
1.26,3.809,3.55,0.43
1.27,3.816,3.59,0.41
1.23,3.806,3.67,0.44
1.24,3.809,3.68,0.43
1.21,3.803,3.77,0.45
1.2,3.798,3.79,0.47
1.19,3.8,3.83,0.46
1.18,3.798,3.85,0.47
1.18,3.8,3.88,0.46
1.17,3.795,3.89,0.48
1.12,3.773,3.96,0.58
1.07,3.773,3.96,0.58
1.06,3.773,3.96,0.58
1.13,3.789,4.08,0.51
1.13,3.793,4.11,0.49
1.12,3.789,4.11,0.51
1.11,3.789,4.23,0.51
1.08,3.775,4.24,0.57
1.1,3.789,4.3,0.51
1.09,3.786,4.3,0.52
1.0,3.75,4.31,0.68
0.98,3.75,4.31,0.68
0.97,3.75,4.31,0.68
1.04,3.768,4.41,0.6
1.04,3.77,4.47,0.59
1.02,3.773,4.66,0.58
1.02,3.773,4.69,0.58
0.95,3.748,4.7,0.69
1.0,3.768,4.72,0.6
0.95,3.75,4.87,0.68
0.98,3.764,4.93,0.62
0.87,3.727,5.01,0.78
0.91,3.741,5.02,0.72
0.95,3.757,5.03,0.65
0.95,3.757,5.05,0.65
0.89,3.741,5.34,0.72
0.99,3.784,5.42,0.53
0.88,3.741,5.5,0.72
0.74,3.698,5.59,0.91
0.85,3.732,5.63,0.76
0.84,3.727,5.71,0.78
0.85,3.732,5.78,0.76
0.69,3.68,5.87,0.99
0.81,3.72,5.98,0.81
0.79,3.714,6.06,0.84
0.78,3.709,6.09,0.86
0.67,3.68,6.12,0.99
0.77,3.707,6.17,0.87
0.76,3.705,6.2,0.88
0.76,3.702,6.36,0.89
0.73,3.693,6.43,0.93
0.72,3.691,6.53,0.94
0.69,3.682,6.63,0.98
0.68,3.677,6.64,1.0
0.65,3.67,6.68,1.03
0.7,3.682,6.74,0.98
0.7,3.682,6.83,0.98
0.65,3.666,7.13,1.05
0.63,3.659,7.2,1.08
0.79,3.72,7.7,0.81
0.46,3.611,7.97,1.29
9.52,4.212,-2.84,0.14
9.01,4.2,-2.71,0.15
7.5,3.676,-2.14,1.53
6.54,3.676,-2.14,1.53
6.11,3.676,-2.14,1.53
4.92,3.956,-1.31,0.37
5.59,4.183,-1.0,0.16
6.94,4.3,-0.5,0.08
5.29,4.212,-0.17,0.14
4.62,4.15,-0.12,0.18
4.49,4.133,-0.12,0.19
4.26,4.133,-0.12,0.19
4.24,4.133,-0.12,0.19
3.58,4.03,0.04,0.27
3.57,4.05,0.13,0.25
13.96,4.6,0.28,0.01
3.5,4.062,0.29,0.24
3.23,3.981,0.32,0.33
3.45,4.062,0.36,0.24
4.07,4.133,0.39,0.19
3.18,3.994,0.4,0.31
3.73,4.087,0.44,0.22
4.19,4.167,0.63,0.17
3.92,4.15,0.81,0.18
3.48,4.1,0.89,0.21
2.81,3.994,0.92,0.31
2.7,3.932,0.94,0.42
3.3,4.075,0.95,0.23
2.65,3.956,1.04,0.37
3.07,4.04,1.06,0.26
2.61,3.956,1.09,0.37
2.46,3.909,1.3,0.47
3.92,4.183,1.32,0.16
4.33,4.225,1.34,0.13
2.41,3.923,1.39,0.44
3.31,4.117,1.42,0.2
2.63,3.975,1.47,0.34
2.62,3.975,1.47,0.34
2.47,3.975,1.47,0.34
2.43,3.963,1.8,0.36
2.29,3.963,1.8,0.36
2.29,3.963,1.8,0.36
2.16,3.918,1.85,0.45
2.12,3.918,1.95,0.45
3.95,4.238,2.12,0.12
1.99,3.905,2.19,0.48
2.48,4.03,2.2,0.27
2.15,3.918,2.21,0.45
2.14,3.918,2.21,0.45
2.02,3.918,2.21,0.45
2.15,3.918,2.21,0.45
2.14,3.918,2.21,0.45
2.02,3.918,2.21,0.45
3.64,4.212,2.22,0.14
2.39,4.01,2.22,0.29
2.18,3.941,2.23,0.4
2.34,4.0,2.23,0.3
2.28,3.988,2.27,0.32
2.12,3.914,2.28,0.46
2.1,3.914,2.28,0.46
1.98,3.914,2.28,0.46
2.49,4.05,2.41,0.25
2.16,3.969,2.42,0.35
2.15,3.969,2.45,0.35
2.09,3.95,2.48,0.38
1.84,3.881,2.51,0.54
2.07,3.95,2.52,0.38
2.15,3.975,2.52,0.34
2.96,4.15,2.55,0.18
2.42,4.05,2.58,0.25
2.85,4.133,2.58,0.19
2.11,3.969,2.59,0.35
1.81,3.881,2.59,0.54
2.03,3.95,2.63,0.38
2.09,3.969,2.65,0.35
2.15,3.988,2.66,0.32
1.97,3.941,2.75,0.4
1.96,3.936,2.75,0.41
2.85,4.15,2.79,0.18
1.96,3.95,2.86,0.38
2.28,4.04,2.86,0.26
2.0,3.969,2.93,0.35
1.86,3.923,2.95,0.44
1.97,3.963,2.97,0.36
2.07,4.0,3.06,0.3
1.92,3.956,3.06,0.37
1.81,3.914,3.07,0.46
1.9,3.95,3.09,0.38
4.92,3.724,-1.15,1.01
4.31,3.724,-1.15,1.01
4.06,3.724,-1.15,1.01
3.35,3.9,-0.46,0.29
4.04,3.708,-0.22,1.03
3.67,3.708,-0.22,1.03
3.56,3.708,-0.22,1.03
3.18,3.988,-0.22,0.12
3.65,3.754,-0.19,0.79
3.79,4.1,-0.15,0.01
3.11,4.02,-0.02,0.08
2.94,3.9,0.01,0.29
2.95,3.981,0.06,0.13
2.9,3.994,0.17,0.11
3.39,4.1,0.44,0.01
3.02,4.02,0.44,0.08
2.89,4.02,0.44,0.08
2.84,4.02,0.44,0.08
2.81,3.994,0.64,0.11
2.8,3.994,0.64,0.11
2.64,3.994,0.64,0.11
3.97,4.183,0.65,-0.04
3.08,4.075,0.72,0.03
2.8,4.02,0.8,0.08
2.18,3.936,1.28,0.21
3.03,4.117,1.35,0.0
3.03,4.117,1.35,0.0
2.31,3.956,1.41,0.17
3.33,4.167,1.49,-0.03
2.27,3.963,1.52,0.16
2.36,4.0,1.57,0.1
2.32,3.994,1.63,0.11
2.24,3.969,1.63,0.15
2.16,3.95,1.7,0.18
2.53,4.05,1.71,0.05
2.3,4.0,1.76,0.1
2.26,3.994,1.81,0.11
2.32,4.01,1.82,0.09
2.65,4.087,1.85,0.02
2.18,3.981,1.9,0.13
2.13,3.975,1.99,0.14
2.0,3.927,1.99,0.23
1.96,3.909,2.03,0.27
2.13,3.981,2.07,0.13
2.23,4.01,2.08,0.09
1.95,3.927,2.12,0.23
1.97,3.941,2.16,0.2
1.72,3.869,2.22,0.37
1.94,3.941,2.23,0.2
1.76,3.862,2.44,0.39
1.75,3.862,2.44,0.39
1.64,3.862,2.44,0.39
1.8,3.923,2.56,0.24
1.75,3.909,2.63,0.27
1.79,3.941,2.79,0.2
2.09,4.04,2.85,0.06
1.48,3.828,2.86,0.49
1.73,3.932,2.94,0.22
1.81,3.963,2.95,0.16
1.72,3.932,2.98,0.22
1.57,3.858,2.99,0.4
1.57,3.877,3.08,0.35
5.71,4.02,-2.21,0.13
5.73,3.727,-1.72,1.12
4.94,3.727,-1.72,1.12
4.66,3.727,-1.72,1.12
5.9,3.704,-1.71,1.25
5.09,3.704,-1.71,1.25
4.73,3.704,-1.71,1.25
4.88,4.01,-1.63,0.14
4.69,3.963,-1.58,0.21
5.12,4.087,-1.58,0.07
4.68,3.963,-1.57,0.21
4.71,4.04,-1.42,0.11
4.73,4.087,-1.27,0.07
4.43,4.03,-1.21,0.12
4.19,3.994,-1.09,0.16
4.13,4.0,-1.02,0.15
6.94,4.3,-0.95,-0.07
3.91,4.03,-0.74,0.12
6.7,4.3,-0.7,-0.07
4.38,4.133,-0.44,0.04
4.63,4.167,-0.42,0.02
6.91,4.325,-0.42,-0.08
4.45,4.15,-0.38,0.03
3.65,4.075,-0.28,0.08
4.35,4.15,-0.26,0.03
4.21,4.133,-0.24,0.04
5.21,4.238,-0.14,-0.03
3.33,4.03,-0.12,0.12
4.4,4.183,0.11,0.01
3.99,4.15,0.24,0.03
2.87,3.988,0.35,0.17
2.9,4.01,0.41,0.14
2.82,4.0,0.49,0.15
4.45,4.212,0.51,-0.01
4.58,4.225,0.52,-0.02
2.7,3.975,0.58,0.19
3.78,4.15,0.59,0.03
5.02,4.267,0.6,-0.05
4.41,4.225,0.77,-0.02
2.85,4.01,0.81,0.14
3.49,4.133,0.86,0.04
4.21,4.212,0.87,-0.01
3.11,4.087,0.96,0.07
2.7,3.994,0.99,0.16
2.99,4.075,1.05,0.08
2.68,4.02,1.17,0.13
3.73,4.183,1.19,0.01
2.55,3.988,1.24,0.17
2.75,4.05,1.3,0.1
2.73,4.05,1.34,0.1
2.63,4.03,1.36,0.12
2.4,3.969,1.44,0.2
2.74,4.062,1.47,0.09
2.46,4.0,1.49,0.15
2.93,4.1,1.51,0.06
2.46,4.01,1.58,0.14
2.26,3.95,1.63,0.23
2.26,3.963,1.69,0.21
2.33,3.988,1.69,0.17
1.96,3.844,1.79,0.49
2.17,3.956,1.88,0.22
2.42,4.03,1.9,0.12
2.21,3.981,1.95,0.18
2.13,3.956,1.96,0.22
2.09,3.941,1.98,0.25
2.12,3.963,2.03,0.21
2.1,3.956,2.05,0.22
2.02,3.914,2.05,0.31
1.84,3.828,2.06,0.54
2.22,3.994,2.08,0.16
1.83,3.885,2.09,0.38
2.32,4.02,2.09,0.13
2.09,3.963,2.13,0.21
2.33,4.03,2.15,0.12
2.15,3.981,2.16,0.18
2.17,3.994,2.22,0.16
2.0,3.945,2.24,0.24
2.02,3.956,2.27,0.22
2.07,3.975,2.34,0.19
1.81,3.764,2.35,0.79
1.94,3.936,2.37,0.26
1.96,3.95,2.4,0.23
1.89,3.923,2.41,0.29
2.23,4.03,2.47,0.12
2.3,4.05,2.47,0.1
1.81,3.896,2.52,0.35
1.78,3.877,2.59,0.4
1.84,3.927,2.62,0.28
1.83,3.927,2.65,0.28
1.95,3.969,2.65,0.2
1.77,3.905,2.67,0.33
1.73,3.896,2.77,0.35
1.73,3.905,2.81,0.33
1.65,3.844,2.87,0.49
1.64,3.844,2.87,0.49
1.54,3.844,2.87,0.49
1.67,3.873,2.88,0.41
1.66,3.862,2.88,0.44
1.65,3.85,2.88,0.47
1.59,3.85,2.88,0.47
1.55,3.85,2.88,0.47
1.53,3.837,2.89,0.51
1.73,3.914,2.9,0.31
1.73,3.918,2.93,0.3
1.62,3.858,2.98,0.45
1.19,3.644,3.19,1.4
1.54,3.854,3.22,0.46
1.32,3.656,3.38,1.34
1.57,3.9,3.43,0.34
1.37,3.831,3.75,0.53
1.28,3.816,4.03,0.58
8.53,3.803,-3.21,0.82
7.62,3.803,-3.21,0.82
7.23,3.803,-3.21,0.82
4.8,3.716,-0.33,1.25
4.22,3.716,-0.33,1.25
3.95,3.716,-0.33,1.25
3.76,3.988,-0.18,0.34
4.33,3.741,-0.1,1.09
3.93,3.741,-0.1,1.09
3.89,3.741,-0.1,1.09
4.31,3.738,-0.06,1.1
3.92,3.738,-0.06,1.1
3.86,3.738,-0.06,1.1
4.02,4.1,-0.05,0.23
5.7,4.25,0.0,0.13
4.03,3.61,0.15,1.73
3.99,3.61,0.15,1.73
3.59,3.61,0.15,1.73
3.4,4.0,0.22,0.32
4.5,3.674,0.31,1.42
3.95,3.674,0.31,1.42
3.52,3.674,0.31,1.42
5.5,4.267,0.53,0.12
2.92,3.963,0.72,0.38
2.96,4.0,0.76,0.32
2.97,4.01,0.81,0.31
2.85,3.981,0.86,0.35
3.42,4.1,1.06,0.23
3.18,4.062,1.1,0.26
2.6,3.945,1.16,0.41
4.05,4.183,1.17,0.18
2.59,3.969,1.26,0.37
3.69,4.15,1.27,0.2
2.5,3.923,1.3,0.46
2.48,3.914,1.32,0.48
2.48,3.918,1.33,0.47
2.49,3.95,1.34,0.4
2.47,3.932,1.36,0.44
2.92,4.04,1.37,0.28
2.82,4.01,1.37,0.31
3.58,4.15,1.45,0.2
2.46,3.963,1.46,0.38
3.2,4.1,1.47,0.23
2.45,3.963,1.48,0.38
4.0,4.2,1.52,0.17
2.37,3.941,1.54,0.42
2.65,4.0,1.61,0.32
2.36,3.956,1.64,0.39
3.92,4.2,1.64,0.17
2.25,3.927,1.75,0.45
2.5,3.975,1.78,0.36
2.67,4.03,1.79,0.29
2.22,3.918,1.79,0.47
2.24,3.936,1.8,0.43
2.5,3.981,1.81,0.35
2.41,3.95,1.83,0.4
2.4,3.95,1.83,0.4
2.26,3.95,1.83,0.4
2.47,3.981,1.87,0.35
2.1,3.892,1.98,0.53
2.43,4.0,2.06,0.32
2.51,4.02,2.06,0.3
2.6,4.04,2.07,0.28
2.64,4.05,2.07,0.27
2.33,3.969,2.08,0.37
2.7,4.062,2.08,0.26
2.43,4.0,2.08,0.32
3.51,4.183,2.08,0.18
2.97,4.117,2.13,0.22
3.07,4.133,2.15,0.21
2.07,3.923,2.16,0.46
2.3,3.975,2.18,0.36
2.2,3.927,2.2,0.45
2.15,3.927,2.2,0.45
2.06,3.927,2.2,0.45
2.03,3.914,2.21,0.48
2.18,3.932,2.26,0.44
2.06,3.932,2.26,0.44
2.05,3.932,2.26,0.44
2.19,3.941,2.27,0.42
2.26,3.975,2.29,0.36
2.74,4.087,2.29,0.24
2.12,3.914,2.33,0.48
2.11,3.914,2.33,0.48
1.98,3.914,2.33,0.48
2.19,3.963,2.37,0.38
2.14,3.941,2.37,0.42
2.63,3.914,0.38,0.24
2.55,3.941,0.51,0.18
2.41,3.914,0.72,0.24
3.1,3.715,0.76,0.97
2.31,3.941,0.95,0.18
2.24,3.888,1.01,0.3
2.16,3.909,1.16,0.25
2.8,3.698,1.36,1.06
1.99,3.905,1.55,0.26
1.9,3.888,2.07,0.3
1.84,3.888,2.07,0.3
1.78,3.888,2.07,0.3
1.94,3.923,2.08,0.22
1.85,3.885,2.2,0.31
1.76,3.885,2.2,0.31
1.74,3.885,2.2,0.31
1.87,3.909,2.21,0.25
1.68,3.862,2.24,0.37
1.67,3.854,2.25,0.39
2.01,3.975,2.33,0.12
1.79,3.896,2.37,0.28
1.72,3.854,2.47,0.39
1.72,3.854,2.47,0.39
1.6,3.854,2.47,0.39
1.82,3.936,2.55,0.19
1.71,3.873,2.56,0.34
1.69,3.862,2.59,0.37
1.59,3.862,2.59,0.37
1.59,3.862,2.59,0.37
1.74,3.918,2.69,0.23
1.67,3.888,2.72,0.3
1.64,3.885,2.79,0.31
1.65,3.892,2.8,0.29
1.62,3.869,2.81,0.35
1.54,3.847,2.99,0.41
1.61,3.9,3.04,0.27
1.26,3.806,3.86,0.54
7.67,3.553,-2.69,1.78
6.46,4.212,-2.11,-0.09
7.21,3.618,-2.1,1.56
6.38,3.618,-2.1,1.56
5.75,3.618,-2.1,1.56
5.12,4.15,-1.55,-0.05
5.37,3.663,-1.16,1.28
4.64,3.663,-1.16,1.28
4.04,3.663,-1.16,1.28
4.3,4.1,-1.1,-0.02
4.19,4.075,-1.1,0.0
4.17,4.1,-0.97,-0.02
3.54,4.03,-0.61,0.04
4.28,4.167,-0.21,-0.06
3.44,4.05,-0.11,0.02
3.39,4.05,-0.11,0.02
3.24,4.05,-0.11,0.02
3.1,4.03,-0.02,0.04
3.59,4.117,0.21,-0.03
3.18,4.062,0.35,0.01
3.24,4.075,0.36,0.0
3.3,4.1,0.51,-0.02
2.94,4.03,0.52,0.04
3.15,4.075,0.52,0.0
2.86,4.03,0.67,0.04
2.78,4.01,0.69,0.06
2.84,4.03,0.7,0.04
2.62,3.994,0.9,0.08
2.62,4.0,0.92,0.07
2.94,4.075,0.93,0.0
2.65,4.01,0.93,0.06
2.84,4.062,1.0,0.01
2.65,4.03,1.07,0.04
2.57,4.01,1.08,0.06
2.72,4.05,1.14,0.02
2.53,4.01,1.18,0.06
2.63,4.04,1.23,0.03
2.38,3.981,1.31,0.1
2.36,3.981,1.34,0.1
2.31,3.975,1.42,0.11
2.46,4.03,1.57,0.04
2.26,3.981,1.58,0.1
2.11,3.927,1.65,0.2
2.29,4.0,1.68,0.07
2.24,3.988,1.71,0.09
2.06,3.914,1.72,0.23
1.97,3.914,1.72,0.23
1.94,3.914,1.72,0.23
2.21,3.981,1.73,0.1
2.23,3.988,1.74,0.09
2.19,3.981,1.78,0.1
2.25,4.0,1.8,0.07
2.03,3.918,1.81,0.22
2.11,3.963,1.83,0.13
2.02,3.918,1.84,0.22
2.15,3.975,1.84,0.11
2.02,3.936,1.9,0.18
1.98,3.936,2.0,0.18
1.96,3.936,2.06,0.18
2.03,3.963,2.08,0.13
1.98,3.95,2.11,0.15
1.82,3.881,2.24,0.31
1.72,3.881,2.24,0.31
1.71,3.881,2.24,0.31
1.87,3.923,2.24,0.21
1.92,3.95,2.31,0.15
1.71,3.885,2.53,0.3
1.86,3.963,2.66,0.13
1.67,3.885,2.67,0.3
1.6,3.877,2.87,0.32
1.54,3.877,3.1,0.32
1.19,3.798,4.1,0.56
3.23,3.608,0.71,1.8
3.23,3.608,0.71,1.8
3.17,3.608,0.71,1.8
3.45,4.062,0.88,0.32
3.46,3.74,0.95,1.14
3.73,3.672,1.33,1.49
3.35,3.672,1.33,1.49
3.18,3.672,1.33,1.49
3.49,3.698,1.33,1.36
2.85,4.0,1.45,0.38
2.79,4.0,1.45,0.38
2.68,4.0,1.45,0.38
3.55,4.133,1.45,0.27
3.4,3.69,1.56,1.4
3.01,4.062,1.58,0.32
3.18,3.706,1.66,1.32
2.37,3.927,1.7,0.51
2.6,3.981,1.79,0.41
2.47,3.981,1.79,0.41
2.45,3.981,1.79,0.41
3.46,4.15,1.85,0.26
2.59,3.994,1.87,0.39
2.54,3.988,1.94,0.4
2.61,3.642,1.99,1.64
2.62,3.642,1.99,1.64
2.52,3.642,1.99,1.64
3.78,4.212,2.24,0.22
2.43,4.0,2.26,0.38
2.86,4.1,2.35,0.29
2.19,3.927,2.4,0.51
2.13,3.927,2.4,0.51
2.06,3.927,2.4,0.51
3.12,4.15,2.47,0.26
2.29,4.0,2.62,0.38
3.66,4.225,2.62,0.21
2.08,3.936,2.67,0.49
2.09,3.95,2.72,0.46
2.47,4.062,2.85,0.32
2.12,3.975,2.87,0.42
2.89,4.15,2.95,0.26
1.88,3.914,3.1,0.54
2.1,3.994,3.13,0.39
1.91,3.936,3.14,0.49
1.8,3.905,3.27,0.56
1.87,3.945,3.37,0.47
1.81,3.923,3.39,0.52
1.74,3.9,3.42,0.57
1.79,3.923,3.46,0.52
1.71,3.892,3.5,0.59
1.73,3.909,3.56,0.55
1.65,3.881,3.63,0.62
1.63,3.854,3.64,0.69
1.75,3.927,3.66,0.51
1.63,3.869,3.67,0.65
1.67,3.9,3.67,0.57
1.76,3.936,3.7,0.49
1.59,3.834,3.75,0.75
1.56,3.834,3.75,0.75
1.47,3.834,3.75,0.75
1.59,3.85,3.76,0.7
1.44,3.819,3.81,0.8
1.63,3.9,3.84,0.57
1.55,3.837,3.88,0.74
1.46,3.837,3.88,0.74
1.45,3.837,3.88,0.74
1.38,3.8,3.93,0.86
1.34,3.784,4.05,0.93
1.33,3.798,4.11,0.87
1.43,3.828,4.22,0.77
1.43,3.847,4.26,0.71
1.27,3.784,4.29,0.93
1.28,3.745,4.3,1.1
1.39,3.825,4.35,0.78
1.36,3.8,4.36,0.86
1.34,3.8,4.36,0.86
1.26,3.8,4.36,0.86
1.24,3.786,4.39,0.92
1.38,3.837,4.41,0.74
1.37,3.837,4.48,0.74
1.22,3.791,4.5,0.9
1.31,3.819,4.6,0.8
3.35,4.01,-0.49,0.05
4.04,4.117,-0.45,-0.04
4.35,3.682,-0.41,1.12
3.85,3.682,-0.41,1.12
3.5,3.682,-0.41,1.12
2.82,4.0,0.22,0.06
3.01,4.04,0.43,0.02
3.45,4.117,0.44,-0.04
2.64,4.0,0.86,0.06
2.61,4.03,1.14,0.03
2.05,3.905,1.34,0.24
2.78,4.087,1.42,-0.02
2.59,4.062,1.58,0.0
2.04,3.914,1.75,0.22
1.92,3.914,1.75,0.22
1.92,3.914,1.75,0.22
1.95,3.896,1.91,0.26
1.88,3.896,1.91,0.26
1.83,3.896,1.91,0.26
2.03,3.969,2.12,0.11
2.12,4.0,2.18,0.06
1.88,3.927,2.2,0.19
1.78,3.892,2.32,0.27
1.79,3.914,2.41,0.22
1.73,3.892,2.49,0.27
1.68,3.881,2.58,0.3
1.61,3.869,2.76,0.33
1.45,3.822,2.83,0.47
1.53,3.837,2.97,0.42
1.53,3.85,2.98,0.38
1.55,3.877,3.04,0.31
1.5,3.858,3.12,0.36
1.58,3.914,3.24,0.22
1.43,3.831,3.26,0.44
1.44,3.854,3.33,0.37
1.26,3.761,3.36,0.71
1.37,3.847,3.6,0.39
1.25,3.786,3.72,0.6
1.23,3.786,3.72,0.6
1.17,3.786,3.72,0.6
1.26,3.8,3.76,0.54
1.21,3.784,3.88,0.61
1.16,3.784,3.88,0.61
1.14,3.784,3.88,0.61
1.19,3.789,4.0,0.59
1.22,3.806,4.0,0.52
1.08,3.766,4.05,0.69
1.19,3.803,4.13,0.53
1.21,3.822,4.21,0.47
1.18,3.816,4.36,0.49
1.17,3.813,4.39,0.5
1.11,3.793,4.52,0.57
1.05,3.768,4.56,0.68
1.03,3.764,4.59,0.7
1.01,3.78,5.18,0.63
6.63,4.3,-1.53,-0.14
6.73,4.3,-1.53,-0.14
6.06,4.3,-1.07,-0.14
6.21,4.3,-1.07,-0.14
5.34,4.267,-0.89,-0.12
5.52,4.267,-0.89,-0.12
4.07,4.133,-0.5,-0.03
3.89,4.133,-0.5,-0.03
3.8,4.133,-0.5,-0.03
3.65,4.133,-0.5,-0.03
4.28,4.212,-0.3,-0.08
4.41,4.212,-0.3,-0.08
-1.0,4.283,-0.04,-0.13
4.43,4.238,0.02,-0.1
4.46,4.238,0.02,-0.1
4.4,4.238,0.08,-0.1
4.42,4.238,0.08,-0.1
3.18,3.927,0.19,0.21
2.57,3.927,0.19,0.21
3.74,4.183,0.21,-0.06
3.81,4.183,0.21,-0.06
3.03,4.0,0.29,0.08
2.57,4.0,0.29,0.08
2.59,3.956,0.88,0.15
2.17,3.956,0.88,0.15
-1.0,4.183,0.88,-0.06
2.61,4.075,0.95,0.01
2.69,4.075,0.95,0.01
2.52,3.963,0.98,0.14
2.13,3.963,0.98,0.14
2.52,4.062,1.03,0.02
2.6,4.062,1.03,0.02
-1.0,4.15,1.03,-0.04
-1.0,4.183,1.06,-0.06
2.38,4.01,1.14,0.07
2.36,4.01,1.14,0.07
2.22,4.01,1.14,0.07
2.21,4.01,1.14,0.07
-1.0,4.133,1.23,-0.03
2.43,3.865,1.36,0.36
1.92,3.865,1.36,0.36
2.21,3.927,1.5,0.21
1.86,3.927,1.5,0.21
2.19,4.03,1.64,0.05
2.23,4.03,1.64,0.05
2.17,4.03,1.75,0.05
2.19,4.03,1.75,0.05
-1.0,4.075,1.77,0.01
2.39,3.786,1.8,0.62
1.8,3.786,1.8,0.62
2.04,3.918,1.8,0.23
1.74,3.918,1.8,0.23
2.14,3.873,1.8,0.34
1.71,3.873,1.8,0.34
2.22,4.05,1.88,0.03
2.22,4.05,1.88,0.03
1.91,3.956,1.94,0.15
1.92,3.956,1.94,0.15
2.04,4.01,1.97,0.07
2.06,4.01,1.97,0.07
2.0,3.865,2.07,0.36
1.6,3.865,2.07,0.36
1.87,3.617,2.13,1.46
0.63,3.617,2.13,1.46
0.63,3.617,2.13,1.46
0.61,3.617,2.13,1.46
2.23,3.77,2.15,0.69
1.66,3.77,2.15,0.69
2.03,3.828,2.2,0.47
1.57,3.828,2.2,0.47
1.9,3.858,2.29,0.38
1.52,3.858,2.29,0.38
1.75,3.905,2.36,0.26
1.69,3.905,2.36,0.26
1.66,3.905,2.36,0.26
1.56,3.905,2.36,0.26
1.93,3.809,2.49,0.53
1.46,3.809,2.49,0.53
1.88,3.793,2.68,0.59
1.4,3.793,2.68,0.59
1.91,3.775,2.72,0.67
1.4,3.775,2.72,0.67
1.75,3.803,2.87,0.55
1.33,3.803,2.87,0.55
1.76,3.777,3.01,0.66
1.29,3.777,3.01,0.66
1.89,3.708,3.24,0.99
1.33,3.708,3.24,0.99
1.66,3.773,3.26,0.68
1.21,3.773,3.26,0.68
1.67,3.768,3.28,0.7
1.21,3.768,3.28,0.7
1.61,3.784,3.29,0.63
1.2,3.784,3.29,0.63
1.62,3.644,3.34,1.33
0.57,3.644,3.34,1.33
0.57,3.644,3.34,1.33
0.48,3.644,3.34,1.33
1.72,3.736,3.38,0.84
1.2,3.736,3.38,0.84
1.82,3.668,3.52,1.21
0.91,3.668,3.52,1.21
0.91,3.668,3.52,1.21
0.82,3.668,3.52,1.21
1.42,3.813,3.53,0.52
1.18,3.813,3.53,0.52
1.63,3.743,3.54,0.81
1.14,3.743,3.54,0.81
1.33,3.858,3.64,0.38
1.32,3.858,3.64,0.38
1.47,3.766,3.74,0.71
1.08,3.766,3.74,0.71
1.47,3.759,3.8,0.74
1.06,3.759,3.8,0.74
1.68,3.696,3.83,1.05
1.12,3.696,3.83,1.05
1.62,3.662,3.92,1.24
0.6,3.662,3.92,1.24
0.62,3.662,3.92,1.24
0.52,3.662,3.92,1.24
1.21,3.816,3.97,0.51
1.19,3.816,3.97,0.51
1.56,3.709,4.01,0.97
1.02,3.709,4.01,0.97
-1.0,3.941,4.03,0.18
1.5,3.712,4.13,0.95
0.98,3.712,4.13,0.95
1.51,3.708,4.14,0.97
0.98,3.708,4.14,0.97
1.21,3.791,4.15,0.6
1.07,3.791,4.15,0.6
-1.0,3.841,4.16,0.43
1.25,3.777,4.17,0.66
1.04,3.777,4.17,0.66
